,interest,fy,unemployment,inflation
1671,0.2,2010,9.5,1.64
1672,0.2,2010,9.5,1.64
1673,0.2,2010,9.4,1.64
1674,0.2,2010,9.4,1.64
1675,0.2,2010,9.6,1.64
1676,0.2,2010,9.9,1.64
1677,0.2,2010,9.9,1.64
1678,0.2,2010,9.8,1.64
1679,0.2,2010,9.8,1.64
1680,0.2,2010,9.3,1.64
1681,0.2,2010,9.8,1.64
1682,0.2,2010,9.4,1.64
1683,0.2,2010,9.5,1.64
1684,0.2,2010,9.5,1.64
1685,0.2,2010,9.4,1.64
1686,0.2,2010,9.4,1.64
1687,0.2,2010,9.6,1.64
1688,0.2,2010,9.9,1.64
1689,0.2,2010,9.9,1.64
1690,0.2,2010,9.8,1.64
1691,0.2,2010,9.8,1.64
1692,0.16,2010,9.3,1.64
1693,0.16,2010,9.8,1.64
1694,0.16,2010,9.4,1.64
1695,0.16,2010,9.5,1.64
1696,0.16,2010,9.5,1.64
1697,0.16,2010,9.4,1.64
1698,0.16,2010,9.4,1.64
1699,0.16,2010,9.6,1.64
1700,0.16,2010,9.9,1.64
1701,0.16,2010,9.9,1.64
1702,0.16,2010,9.8,1.64
1703,0.16,2010,9.8,1.64
1704,0.13,2010,9.3,1.64
1705,0.13,2010,9.8,1.64
1706,0.13,2010,9.4,1.64
1707,0.13,2010,9.5,1.64
1708,0.13,2010,9.5,1.64
1709,0.13,2010,9.4,1.64
1710,0.13,2010,9.4,1.64
1711,0.13,2010,9.6,1.64
1712,0.13,2010,9.9,1.64
1713,0.13,2010,9.9,1.64
1714,0.13,2010,9.8,1.64
1715,0.13,2010,9.8,1.64
1716,0.11,2010,9.3,1.64
1717,0.11,2010,9.8,1.64
1718,0.11,2010,9.4,1.64
1719,0.11,2010,9.5,1.64
1720,0.11,2010,9.5,1.64
1721,0.11,2010,9.4,1.64
1722,0.11,2010,9.4,1.64
1723,0.11,2010,9.6,1.64
1724,0.11,2010,9.9,1.64
1725,0.11,2010,9.9,1.64
1726,0.11,2010,9.8,1.64
1727,0.11,2010,9.8,1.64
1728,0.12,2009,9.9,-0.36
1729,0.12,2009,9.9,-0.36
1730,0.12,2009,10.0,-0.36
1731,0.12,2009,9.8,-0.36
1732,0.12,2009,9.6,-0.36
1733,0.12,2009,9.5,-0.36
1734,0.12,2009,9.5,-0.36
1735,0.12,2009,9.4,-0.36
1736,0.12,2009,9.0,-0.36
1737,0.12,2009,8.7,-0.36
1738,0.12,2009,8.3,-0.36
1739,0.12,2009,7.8,-0.36
1740,0.12,2009,9.9,-0.36
1741,0.12,2009,9.9,-0.36
1742,0.12,2009,10.0,-0.36
1743,0.12,2009,9.8,-0.36
1744,0.12,2009,9.6,-0.36
1745,0.12,2009,9.5,-0.36
1746,0.12,2009,9.5,-0.36
1747,0.12,2009,9.4,-0.36
1748,0.12,2009,9.0,-0.36
1749,0.12,2009,8.7,-0.36
1750,0.12,2009,8.3,-0.36
1751,0.12,2009,7.8,-0.36
1752,0.12,2009,9.9,-0.36
1753,0.12,2009,9.9,-0.36
1754,0.12,2009,10.0,-0.36
1755,0.12,2009,9.8,-0.36
1756,0.12,2009,9.6,-0.36
1757,0.12,2009,9.5,-0.36
1758,0.12,2009,9.5,-0.36
1759,0.12,2009,9.4,-0.36
1760,0.12,2009,9.0,-0.36
1761,0.12,2009,8.7,-0.36
1762,0.12,2009,8.3,-0.36
1763,0.12,2009,7.8,-0.36
1764,0.15,2009,9.9,-0.36
1765,0.15,2009,9.9,-0.36
1766,0.15,2009,10.0,-0.36
1767,0.15,2009,9.8,-0.36
1768,0.15,2009,9.6,-0.36
1769,0.15,2009,9.5,-0.36
1770,0.15,2009,9.5,-0.36
1771,0.15,2009,9.4,-0.36
1772,0.15,2009,9.0,-0.36
1773,0.15,2009,8.7,-0.36
1774,0.15,2009,8.3,-0.36
1775,0.15,2009,7.8,-0.36
1776,0.16,2009,9.9,-0.36
1777,0.16,2009,9.9,-0.36
1778,0.16,2009,10.0,-0.36
1779,0.16,2009,9.8,-0.36
1780,0.16,2009,9.6,-0.36
1781,0.16,2009,9.5,-0.36
1782,0.16,2009,9.5,-0.36
1783,0.16,2009,9.4,-0.36
1784,0.16,2009,9.0,-0.36
1785,0.16,2009,8.7,-0.36
1786,0.16,2009,8.3,-0.36
1787,0.16,2009,7.8,-0.36
1788,0.16,2009,9.9,-0.36
1789,0.16,2009,9.9,-0.36
1790,0.16,2009,10.0,-0.36
1791,0.16,2009,9.8,-0.36
1792,0.16,2009,9.6,-0.36
1793,0.16,2009,9.5,-0.36
1794,0.16,2009,9.5,-0.36
1795,0.16,2009,9.4,-0.36
1796,0.16,2009,9.0,-0.36
1797,0.16,2009,8.7,-0.36
1798,0.16,2009,8.3,-0.36
1799,0.16,2009,7.8,-0.36
1800,0.21,2009,9.9,-0.36
1801,0.21,2009,9.9,-0.36
1802,0.21,2009,10.0,-0.36
1803,0.21,2009,9.8,-0.36
1804,0.21,2009,9.6,-0.36
1805,0.21,2009,9.5,-0.36
1806,0.21,2009,9.5,-0.36
1807,0.21,2009,9.4,-0.36
1808,0.21,2009,9.0,-0.36
1809,0.21,2009,8.7,-0.36
1810,0.21,2009,8.3,-0.36
1811,0.21,2009,7.8,-0.36
1812,0.18,2009,9.9,-0.36
1813,0.18,2009,9.9,-0.36
1814,0.18,2009,10.0,-0.36
1815,0.18,2009,9.8,-0.36
1816,0.18,2009,9.6,-0.36
1817,0.18,2009,9.5,-0.36
1818,0.18,2009,9.5,-0.36
1819,0.18,2009,9.4,-0.36
1820,0.18,2009,9.0,-0.36
1821,0.18,2009,8.7,-0.36
1822,0.18,2009,8.3,-0.36
1823,0.18,2009,7.8,-0.36
1824,0.15,2009,9.9,-0.36
1825,0.15,2009,9.9,-0.36
1826,0.15,2009,10.0,-0.36
1827,0.15,2009,9.8,-0.36
1828,0.15,2009,9.6,-0.36
1829,0.15,2009,9.5,-0.36
1830,0.15,2009,9.5,-0.36
1831,0.15,2009,9.4,-0.36
1832,0.15,2009,9.0,-0.36
1833,0.15,2009,8.7,-0.36
1834,0.15,2009,8.3,-0.36
1835,0.15,2009,7.8,-0.36
1836,0.18,2009,9.9,-0.36
1837,0.18,2009,9.9,-0.36
1838,0.18,2009,10.0,-0.36
1839,0.18,2009,9.8,-0.36
1840,0.18,2009,9.6,-0.36
1841,0.18,2009,9.5,-0.36
1842,0.18,2009,9.5,-0.36
1843,0.18,2009,9.4,-0.36
1844,0.18,2009,9.0,-0.36
1845,0.18,2009,8.7,-0.36
1846,0.18,2009,8.3,-0.36
1847,0.18,2009,7.8,-0.36
1848,0.22,2009,9.9,-0.36
1849,0.22,2009,9.9,-0.36
1850,0.22,2009,10.0,-0.36
1851,0.22,2009,9.8,-0.36
1852,0.22,2009,9.6,-0.36
1853,0.22,2009,9.5,-0.36
1854,0.22,2009,9.5,-0.36
1855,0.22,2009,9.4,-0.36
1856,0.22,2009,9.0,-0.36
1857,0.22,2009,8.7,-0.36
1858,0.22,2009,8.3,-0.36
1859,0.22,2009,7.8,-0.36
1860,0.15,2009,9.9,-0.36
1861,0.15,2009,9.9,-0.36
1862,0.15,2009,10.0,-0.36
1863,0.15,2009,9.8,-0.36
1864,0.15,2009,9.6,-0.36
1865,0.15,2009,9.5,-0.36
1866,0.15,2009,9.5,-0.36
1867,0.15,2009,9.4,-0.36
1868,0.15,2009,9.0,-0.36
1869,0.15,2009,8.7,-0.36
1870,0.15,2009,8.3,-0.36
1871,0.15,2009,7.8,-0.36
1872,0.16,2008,7.3,3.84
1873,0.16,2008,6.8,3.84
1874,0.16,2008,6.5,3.84
1875,0.16,2008,6.1,3.84
1876,0.16,2008,6.1,3.84
1877,0.16,2008,5.8,3.84
1878,0.16,2008,5.6,3.84
1879,0.16,2008,5.4,3.84
1880,0.16,2008,5.0,3.84
1881,0.16,2008,5.1,3.84
1882,0.16,2008,4.9,3.84
1883,0.16,2008,5.0,3.84
1884,0.39,2008,7.3,3.84
1885,0.39,2008,6.8,3.84
1886,0.39,2008,6.5,3.84
1887,0.39,2008,6.1,3.84
1888,0.39,2008,6.1,3.84
1889,0.39,2008,5.8,3.84
1890,0.39,2008,5.6,3.84
1891,0.39,2008,5.4,3.84
1892,0.39,2008,5.0,3.84
1893,0.39,2008,5.1,3.84
1894,0.39,2008,4.9,3.84
1895,0.39,2008,5.0,3.84
1896,0.97,2008,7.3,3.84
1897,0.97,2008,6.8,3.84
1898,0.97,2008,6.5,3.84
1899,0.97,2008,6.1,3.84
1900,0.97,2008,6.1,3.84
1901,0.97,2008,5.8,3.84
1902,0.97,2008,5.6,3.84
1903,0.97,2008,5.4,3.84
1904,0.97,2008,5.0,3.84
1905,0.97,2008,5.1,3.84
1906,0.97,2008,4.9,3.84
1907,0.97,2008,5.0,3.84
1908,1.81,2008,7.3,3.84
1909,1.81,2008,6.8,3.84
1910,1.81,2008,6.5,3.84
1911,1.81,2008,6.1,3.84
1912,1.81,2008,6.1,3.84
1913,1.81,2008,5.8,3.84
1914,1.81,2008,5.6,3.84
1915,1.81,2008,5.4,3.84
1916,1.81,2008,5.0,3.84
1917,1.81,2008,5.1,3.84
1918,1.81,2008,4.9,3.84
1919,1.81,2008,5.0,3.84
1920,2.0,2008,7.3,3.84
1921,2.0,2008,6.8,3.84
1922,2.0,2008,6.5,3.84
1923,2.0,2008,6.1,3.84
1924,2.0,2008,6.1,3.84
1925,2.0,2008,5.8,3.84
1926,2.0,2008,5.6,3.84
1927,2.0,2008,5.4,3.84
1928,2.0,2008,5.0,3.84
1929,2.0,2008,5.1,3.84
1930,2.0,2008,4.9,3.84
1931,2.0,2008,5.0,3.84
1932,2.01,2008,7.3,3.84
1933,2.01,2008,6.8,3.84
1934,2.01,2008,6.5,3.84
1935,2.01,2008,6.1,3.84
1936,2.01,2008,6.1,3.84
1937,2.01,2008,5.8,3.84
1938,2.01,2008,5.6,3.84
1939,2.01,2008,5.4,3.84
1940,2.01,2008,5.0,3.84
1941,2.01,2008,5.1,3.84
1942,2.01,2008,4.9,3.84
1943,2.01,2008,5.0,3.84
1944,2.0,2008,7.3,3.84
1945,2.0,2008,6.8,3.84
1946,2.0,2008,6.5,3.84
1947,2.0,2008,6.1,3.84
1948,2.0,2008,6.1,3.84
1949,2.0,2008,5.8,3.84
1950,2.0,2008,5.6,3.84
1951,2.0,2008,5.4,3.84
1952,2.0,2008,5.0,3.84
1953,2.0,2008,5.1,3.84
1954,2.0,2008,4.9,3.84
1955,2.0,2008,5.0,3.84
1956,1.98,2008,7.3,3.84
1957,1.98,2008,6.8,3.84
1958,1.98,2008,6.5,3.84
1959,1.98,2008,6.1,3.84
1960,1.98,2008,6.1,3.84
1961,1.98,2008,5.8,3.84
1962,1.98,2008,5.6,3.84
1963,1.98,2008,5.4,3.84
1964,1.98,2008,5.0,3.84
1965,1.98,2008,5.1,3.84
1966,1.98,2008,4.9,3.84
1967,1.98,2008,5.0,3.84
1968,2.28,2008,7.3,3.84
1969,2.28,2008,6.8,3.84
1970,2.28,2008,6.5,3.84
1971,2.28,2008,6.1,3.84
1972,2.28,2008,6.1,3.84
1973,2.28,2008,5.8,3.84
1974,2.28,2008,5.6,3.84
1975,2.28,2008,5.4,3.84
1976,2.28,2008,5.0,3.84
1977,2.28,2008,5.1,3.84
1978,2.28,2008,4.9,3.84
1979,2.28,2008,5.0,3.84
1980,2.61,2008,7.3,3.84
1981,2.61,2008,6.8,3.84
1982,2.61,2008,6.5,3.84
1983,2.61,2008,6.1,3.84
1984,2.61,2008,6.1,3.84
1985,2.61,2008,5.8,3.84
1986,2.61,2008,5.6,3.84
1987,2.61,2008,5.4,3.84
1988,2.61,2008,5.0,3.84
1989,2.61,2008,5.1,3.84
1990,2.61,2008,4.9,3.84
1991,2.61,2008,5.0,3.84
1992,2.98,2008,7.3,3.84
1993,2.98,2008,6.8,3.84
1994,2.98,2008,6.5,3.84
1995,2.98,2008,6.1,3.84
1996,2.98,2008,6.1,3.84
1997,2.98,2008,5.8,3.84
1998,2.98,2008,5.6,3.84
1999,2.98,2008,5.4,3.84
2000,2.98,2008,5.0,3.84
2001,2.98,2008,5.1,3.84
2002,2.98,2008,4.9,3.84
2003,2.98,2008,5.0,3.84
2004,3.94,2008,7.3,3.84
2005,3.94,2008,6.8,3.84
2006,3.94,2008,6.5,3.84
2007,3.94,2008,6.1,3.84
2008,3.94,2008,6.1,3.84
2009,3.94,2008,5.8,3.84
2010,3.94,2008,5.6,3.84
2011,3.94,2008,5.4,3.84
2012,3.94,2008,5.0,3.84
2013,3.94,2008,5.1,3.84
2014,3.94,2008,4.9,3.84
2015,3.94,2008,5.0,3.84
2016,4.24,2007,5.0,2.85
2017,4.24,2007,4.7,2.85
2018,4.24,2007,4.7,2.85
2019,4.24,2007,4.7,2.85
2020,4.24,2007,4.6,2.85
2021,4.24,2007,4.7,2.85
2022,4.24,2007,4.6,2.85
2023,4.24,2007,4.4,2.85
2024,4.24,2007,4.5,2.85
2025,4.24,2007,4.4,2.85
2026,4.24,2007,4.5,2.85
2027,4.24,2007,4.6,2.85
2028,4.49,2007,5.0,2.85
2029,4.49,2007,4.7,2.85
2030,4.49,2007,4.7,2.85
2031,4.49,2007,4.7,2.85
2032,4.49,2007,4.6,2.85
2033,4.49,2007,4.7,2.85
2034,4.49,2007,4.6,2.85
2035,4.49,2007,4.4,2.85
2036,4.49,2007,4.5,2.85
2037,4.49,2007,4.4,2.85
2038,4.49,2007,4.5,2.85
2039,4.49,2007,4.6,2.85
2040,4.76,2007,5.0,2.85
2041,4.76,2007,4.7,2.85
2042,4.76,2007,4.7,2.85
2043,4.76,2007,4.7,2.85
2044,4.76,2007,4.6,2.85
2045,4.76,2007,4.7,2.85
2046,4.76,2007,4.6,2.85
2047,4.76,2007,4.4,2.85
2048,4.76,2007,4.5,2.85
2049,4.76,2007,4.4,2.85
2050,4.76,2007,4.5,2.85
2051,4.76,2007,4.6,2.85
2052,4.94,2007,5.0,2.85
2053,4.94,2007,4.7,2.85
2054,4.94,2007,4.7,2.85
2055,4.94,2007,4.7,2.85
2056,4.94,2007,4.6,2.85
2057,4.94,2007,4.7,2.85
2058,4.94,2007,4.6,2.85
2059,4.94,2007,4.4,2.85
2060,4.94,2007,4.5,2.85
2061,4.94,2007,4.4,2.85
2062,4.94,2007,4.5,2.85
2063,4.94,2007,4.6,2.85
2064,5.02,2007,5.0,2.85
2065,5.02,2007,4.7,2.85
2066,5.02,2007,4.7,2.85
2067,5.02,2007,4.7,2.85
2068,5.02,2007,4.6,2.85
2069,5.02,2007,4.7,2.85
2070,5.02,2007,4.6,2.85
2071,5.02,2007,4.4,2.85
2072,5.02,2007,4.5,2.85
2073,5.02,2007,4.4,2.85
2074,5.02,2007,4.5,2.85
2075,5.02,2007,4.6,2.85
2076,5.26,2007,5.0,2.85
2077,5.26,2007,4.7,2.85
2078,5.26,2007,4.7,2.85
2079,5.26,2007,4.7,2.85
2080,5.26,2007,4.6,2.85
2081,5.26,2007,4.7,2.85
2082,5.26,2007,4.6,2.85
2083,5.26,2007,4.4,2.85
2084,5.26,2007,4.5,2.85
2085,5.26,2007,4.4,2.85
2086,5.26,2007,4.5,2.85
2087,5.26,2007,4.6,2.85
2088,5.25,2007,5.0,2.85
2089,5.25,2007,4.7,2.85
2090,5.25,2007,4.7,2.85
2091,5.25,2007,4.7,2.85
2092,5.25,2007,4.6,2.85
2093,5.25,2007,4.7,2.85
2094,5.25,2007,4.6,2.85
2095,5.25,2007,4.4,2.85
2096,5.25,2007,4.5,2.85
2097,5.25,2007,4.4,2.85
2098,5.25,2007,4.5,2.85
2099,5.25,2007,4.6,2.85
2100,5.25,2007,5.0,2.85
2101,5.25,2007,4.7,2.85
2102,5.25,2007,4.7,2.85
2103,5.25,2007,4.7,2.85
2104,5.25,2007,4.6,2.85
2105,5.25,2007,4.7,2.85
2106,5.25,2007,4.6,2.85
2107,5.25,2007,4.4,2.85
2108,5.25,2007,4.5,2.85
2109,5.25,2007,4.4,2.85
2110,5.25,2007,4.5,2.85
2111,5.25,2007,4.6,2.85
2112,5.25,2007,5.0,2.85
2113,5.25,2007,4.7,2.85
2114,5.25,2007,4.7,2.85
2115,5.25,2007,4.7,2.85
2116,5.25,2007,4.6,2.85
2117,5.25,2007,4.7,2.85
2118,5.25,2007,4.6,2.85
2119,5.25,2007,4.4,2.85
2120,5.25,2007,4.5,2.85
2121,5.25,2007,4.4,2.85
2122,5.25,2007,4.5,2.85
2123,5.25,2007,4.6,2.85
2124,5.26,2007,5.0,2.85
2125,5.26,2007,4.7,2.85
2126,5.26,2007,4.7,2.85
2127,5.26,2007,4.7,2.85
2128,5.26,2007,4.6,2.85
2129,5.26,2007,4.7,2.85
2130,5.26,2007,4.6,2.85
2131,5.26,2007,4.4,2.85
2132,5.26,2007,4.5,2.85
2133,5.26,2007,4.4,2.85
2134,5.26,2007,4.5,2.85
2135,5.26,2007,4.6,2.85
2136,5.26,2007,5.0,2.85
2137,5.26,2007,4.7,2.85
2138,5.26,2007,4.7,2.85
2139,5.26,2007,4.7,2.85
2140,5.26,2007,4.6,2.85
2141,5.26,2007,4.7,2.85
2142,5.26,2007,4.6,2.85
2143,5.26,2007,4.4,2.85
2144,5.26,2007,4.5,2.85
2145,5.26,2007,4.4,2.85
2146,5.26,2007,4.5,2.85
2147,5.26,2007,4.6,2.85
2148,5.25,2007,5.0,2.85
2149,5.25,2007,4.7,2.85
2150,5.25,2007,4.7,2.85
2151,5.25,2007,4.7,2.85
2152,5.25,2007,4.6,2.85
2153,5.25,2007,4.7,2.85
2154,5.25,2007,4.6,2.85
2155,5.25,2007,4.4,2.85
2156,5.25,2007,4.5,2.85
2157,5.25,2007,4.4,2.85
2158,5.25,2007,4.5,2.85
2159,5.25,2007,4.6,2.85
2160,5.24,2006,4.4,3.23
2161,5.24,2006,4.5,3.23
2162,5.24,2006,4.4,3.23
2163,5.24,2006,4.5,3.23
2164,5.24,2006,4.7,3.23
2165,5.24,2006,4.7,3.23
2166,5.24,2006,4.6,3.23
2167,5.24,2006,4.6,3.23
2168,5.24,2006,4.7,3.23
2169,5.24,2006,4.7,3.23
2170,5.24,2006,4.8,3.23
2171,5.24,2006,4.7,3.23
2172,5.25,2006,4.4,3.23
2173,5.25,2006,4.5,3.23
2174,5.25,2006,4.4,3.23
2175,5.25,2006,4.5,3.23
2176,5.25,2006,4.7,3.23
2177,5.25,2006,4.7,3.23
2178,5.25,2006,4.6,3.23
2179,5.25,2006,4.6,3.23
2180,5.25,2006,4.7,3.23
2181,5.25,2006,4.7,3.23
2182,5.25,2006,4.8,3.23
2183,5.25,2006,4.7,3.23
2184,5.25,2006,4.4,3.23
2185,5.25,2006,4.5,3.23
2186,5.25,2006,4.4,3.23
2187,5.25,2006,4.5,3.23
2188,5.25,2006,4.7,3.23
2189,5.25,2006,4.7,3.23
2190,5.25,2006,4.6,3.23
2191,5.25,2006,4.6,3.23
2192,5.25,2006,4.7,3.23
2193,5.25,2006,4.7,3.23
2194,5.25,2006,4.8,3.23
2195,5.25,2006,4.7,3.23
2196,5.25,2006,4.4,3.23
2197,5.25,2006,4.5,3.23
2198,5.25,2006,4.4,3.23
2199,5.25,2006,4.5,3.23
2200,5.25,2006,4.7,3.23
2201,5.25,2006,4.7,3.23
2202,5.25,2006,4.6,3.23
2203,5.25,2006,4.6,3.23
2204,5.25,2006,4.7,3.23
2205,5.25,2006,4.7,3.23
2206,5.25,2006,4.8,3.23
2207,5.25,2006,4.7,3.23
2208,5.25,2006,4.4,3.23
2209,5.25,2006,4.5,3.23
2210,5.25,2006,4.4,3.23
2211,5.25,2006,4.5,3.23
2212,5.25,2006,4.7,3.23
2213,5.25,2006,4.7,3.23
2214,5.25,2006,4.6,3.23
2215,5.25,2006,4.6,3.23
2216,5.25,2006,4.7,3.23
2217,5.25,2006,4.7,3.23
2218,5.25,2006,4.8,3.23
2219,5.25,2006,4.7,3.23
2220,5.24,2006,4.4,3.23
2221,5.24,2006,4.5,3.23
2222,5.24,2006,4.4,3.23
2223,5.24,2006,4.5,3.23
2224,5.24,2006,4.7,3.23
2225,5.24,2006,4.7,3.23
2226,5.24,2006,4.6,3.23
2227,5.24,2006,4.6,3.23
2228,5.24,2006,4.7,3.23
2229,5.24,2006,4.7,3.23
2230,5.24,2006,4.8,3.23
2231,5.24,2006,4.7,3.23
2232,4.99,2006,4.4,3.23
2233,4.99,2006,4.5,3.23
2234,4.99,2006,4.4,3.23
2235,4.99,2006,4.5,3.23
2236,4.99,2006,4.7,3.23
2237,4.99,2006,4.7,3.23
2238,4.99,2006,4.6,3.23
2239,4.99,2006,4.6,3.23
2240,4.99,2006,4.7,3.23
2241,4.99,2006,4.7,3.23
2242,4.99,2006,4.8,3.23
2243,4.99,2006,4.7,3.23
2244,4.94,2006,4.4,3.23
2245,4.94,2006,4.5,3.23
2246,4.94,2006,4.4,3.23
2247,4.94,2006,4.5,3.23
2248,4.94,2006,4.7,3.23
2249,4.94,2006,4.7,3.23
2250,4.94,2006,4.6,3.23
2251,4.94,2006,4.6,3.23
2252,4.94,2006,4.7,3.23
2253,4.94,2006,4.7,3.23
2254,4.94,2006,4.8,3.23
2255,4.94,2006,4.7,3.23
2256,4.79,2006,4.4,3.23
2257,4.79,2006,4.5,3.23
2258,4.79,2006,4.4,3.23
2259,4.79,2006,4.5,3.23
2260,4.79,2006,4.7,3.23
2261,4.79,2006,4.7,3.23
2262,4.79,2006,4.6,3.23
2263,4.79,2006,4.6,3.23
2264,4.79,2006,4.7,3.23
2265,4.79,2006,4.7,3.23
2266,4.79,2006,4.8,3.23
2267,4.79,2006,4.7,3.23
2268,4.59,2006,4.4,3.23
2269,4.59,2006,4.5,3.23
2270,4.59,2006,4.4,3.23
2271,4.59,2006,4.5,3.23
2272,4.59,2006,4.7,3.23
2273,4.59,2006,4.7,3.23
2274,4.59,2006,4.6,3.23
2275,4.59,2006,4.6,3.23
2276,4.59,2006,4.7,3.23
2277,4.59,2006,4.7,3.23
2278,4.59,2006,4.8,3.23
2279,4.59,2006,4.7,3.23
2280,4.49,2006,4.4,3.23
2281,4.49,2006,4.5,3.23
2282,4.49,2006,4.4,3.23
2283,4.49,2006,4.5,3.23
2284,4.49,2006,4.7,3.23
2285,4.49,2006,4.7,3.23
2286,4.49,2006,4.6,3.23
2287,4.49,2006,4.6,3.23
2288,4.49,2006,4.7,3.23
2289,4.49,2006,4.7,3.23
2290,4.49,2006,4.8,3.23
2291,4.49,2006,4.7,3.23
2292,4.29,2006,4.4,3.23
2293,4.29,2006,4.5,3.23
2294,4.29,2006,4.4,3.23
2295,4.29,2006,4.5,3.23
2296,4.29,2006,4.7,3.23
2297,4.29,2006,4.7,3.23
2298,4.29,2006,4.6,3.23
2299,4.29,2006,4.6,3.23
2300,4.29,2006,4.7,3.23
2301,4.29,2006,4.7,3.23
2302,4.29,2006,4.8,3.23
2303,4.29,2006,4.7,3.23
2304,4.16,2005,4.9,3.39
2305,4.16,2005,5.0,3.39
2306,4.16,2005,5.0,3.39
2307,4.16,2005,5.0,3.39
2308,4.16,2005,4.9,3.39
2309,4.16,2005,5.0,3.39
2310,4.16,2005,5.0,3.39
2311,4.16,2005,5.1,3.39
2312,4.16,2005,5.2,3.39
2313,4.16,2005,5.2,3.39
2314,4.16,2005,5.4,3.39
2315,4.16,2005,5.3,3.39
2316,4.0,2005,4.9,3.39
2317,4.0,2005,5.0,3.39
2318,4.0,2005,5.0,3.39
2319,4.0,2005,5.0,3.39
2320,4.0,2005,4.9,3.39
2321,4.0,2005,5.0,3.39
2322,4.0,2005,5.0,3.39
2323,4.0,2005,5.1,3.39
2324,4.0,2005,5.2,3.39
2325,4.0,2005,5.2,3.39
2326,4.0,2005,5.4,3.39
2327,4.0,2005,5.3,3.39
2328,3.78,2005,4.9,3.39
2329,3.78,2005,5.0,3.39
2330,3.78,2005,5.0,3.39
2331,3.78,2005,5.0,3.39
2332,3.78,2005,4.9,3.39
2333,3.78,2005,5.0,3.39
2334,3.78,2005,5.0,3.39
2335,3.78,2005,5.1,3.39
2336,3.78,2005,5.2,3.39
2337,3.78,2005,5.2,3.39
2338,3.78,2005,5.4,3.39
2339,3.78,2005,5.3,3.39
2340,3.62,2005,4.9,3.39
2341,3.62,2005,5.0,3.39
2342,3.62,2005,5.0,3.39
2343,3.62,2005,5.0,3.39
2344,3.62,2005,4.9,3.39
2345,3.62,2005,5.0,3.39
2346,3.62,2005,5.0,3.39
2347,3.62,2005,5.1,3.39
2348,3.62,2005,5.2,3.39
2349,3.62,2005,5.2,3.39
2350,3.62,2005,5.4,3.39
2351,3.62,2005,5.3,3.39
2352,3.5,2005,4.9,3.39
2353,3.5,2005,5.0,3.39
2354,3.5,2005,5.0,3.39
2355,3.5,2005,5.0,3.39
2356,3.5,2005,4.9,3.39
2357,3.5,2005,5.0,3.39
2358,3.5,2005,5.0,3.39
2359,3.5,2005,5.1,3.39
2360,3.5,2005,5.2,3.39
2361,3.5,2005,5.2,3.39
2362,3.5,2005,5.4,3.39
2363,3.5,2005,5.3,3.39
2364,3.26,2005,4.9,3.39
2365,3.26,2005,5.0,3.39
2366,3.26,2005,5.0,3.39
2367,3.26,2005,5.0,3.39
2368,3.26,2005,4.9,3.39
2369,3.26,2005,5.0,3.39
2370,3.26,2005,5.0,3.39
2371,3.26,2005,5.1,3.39
2372,3.26,2005,5.2,3.39
2373,3.26,2005,5.2,3.39
2374,3.26,2005,5.4,3.39
2375,3.26,2005,5.3,3.39
2376,3.04,2005,4.9,3.39
2377,3.04,2005,5.0,3.39
2378,3.04,2005,5.0,3.39
2379,3.04,2005,5.0,3.39
2380,3.04,2005,4.9,3.39
2381,3.04,2005,5.0,3.39
2382,3.04,2005,5.0,3.39
2383,3.04,2005,5.1,3.39
2384,3.04,2005,5.2,3.39
2385,3.04,2005,5.2,3.39
2386,3.04,2005,5.4,3.39
2387,3.04,2005,5.3,3.39
2388,3.0,2005,4.9,3.39
2389,3.0,2005,5.0,3.39
2390,3.0,2005,5.0,3.39
2391,3.0,2005,5.0,3.39
2392,3.0,2005,4.9,3.39
2393,3.0,2005,5.0,3.39
2394,3.0,2005,5.0,3.39
2395,3.0,2005,5.1,3.39
2396,3.0,2005,5.2,3.39
2397,3.0,2005,5.2,3.39
2398,3.0,2005,5.4,3.39
2399,3.0,2005,5.3,3.39
2400,2.79,2005,4.9,3.39
2401,2.79,2005,5.0,3.39
2402,2.79,2005,5.0,3.39
2403,2.79,2005,5.0,3.39
2404,2.79,2005,4.9,3.39
2405,2.79,2005,5.0,3.39
2406,2.79,2005,5.0,3.39
2407,2.79,2005,5.1,3.39
2408,2.79,2005,5.2,3.39
2409,2.79,2005,5.2,3.39
2410,2.79,2005,5.4,3.39
2411,2.79,2005,5.3,3.39
2412,2.63,2005,4.9,3.39
2413,2.63,2005,5.0,3.39
2414,2.63,2005,5.0,3.39
2415,2.63,2005,5.0,3.39
2416,2.63,2005,4.9,3.39
2417,2.63,2005,5.0,3.39
2418,2.63,2005,5.0,3.39
2419,2.63,2005,5.1,3.39
2420,2.63,2005,5.2,3.39
2421,2.63,2005,5.2,3.39
2422,2.63,2005,5.4,3.39
2423,2.63,2005,5.3,3.39
2424,2.5,2005,4.9,3.39
2425,2.5,2005,5.0,3.39
2426,2.5,2005,5.0,3.39
2427,2.5,2005,5.0,3.39
2428,2.5,2005,4.9,3.39
2429,2.5,2005,5.0,3.39
2430,2.5,2005,5.0,3.39
2431,2.5,2005,5.1,3.39
2432,2.5,2005,5.2,3.39
2433,2.5,2005,5.2,3.39
2434,2.5,2005,5.4,3.39
2435,2.5,2005,5.3,3.39
2436,2.28,2005,4.9,3.39
2437,2.28,2005,5.0,3.39
2438,2.28,2005,5.0,3.39
