,interest,fy,unemployment,inflation
3215,5.22,1999,4.3,2.19
3216,5.07,1999,4.0,2.19
3217,5.07,1999,4.1,2.19
3218,5.07,1999,4.1,2.19
3219,5.07,1999,4.2,2.19
3220,5.07,1999,4.2,2.19
3221,5.07,1999,4.3,2.19
3222,5.07,1999,4.3,2.19
3223,5.07,1999,4.2,2.19
3224,5.07,1999,4.3,2.19
3225,5.07,1999,4.2,2.19
3226,5.07,1999,4.4,2.19
3227,5.07,1999,4.3,2.19
3228,4.99,1999,4.0,2.19
3229,4.99,1999,4.1,2.19
3230,4.99,1999,4.1,2.19
3231,4.99,1999,4.2,2.19
3232,4.99,1999,4.2,2.19
3233,4.99,1999,4.3,2.19
3234,4.99,1999,4.3,2.19
3235,4.99,1999,4.2,2.19
3236,4.99,1999,4.3,2.19
3237,4.99,1999,4.2,2.19
3238,4.99,1999,4.4,2.19
3239,4.99,1999,4.3,2.19
3240,4.76,1999,4.0,2.19
3241,4.76,1999,4.1,2.19
3242,4.76,1999,4.1,2.19
3243,4.76,1999,4.2,2.19
3244,4.76,1999,4.2,2.19
3245,4.76,1999,4.3,2.19
3246,4.76,1999,4.3,2.19
3247,4.76,1999,4.2,2.19
3248,4.76,1999,4.3,2.19
3249,4.76,1999,4.2,2.19
3250,4.76,1999,4.4,2.19
3251,4.76,1999,4.3,2.19
3252,4.74,1999,4.0,2.19
3253,4.74,1999,4.1,2.19
3254,4.74,1999,4.1,2.19
3255,4.74,1999,4.2,2.19
3256,4.74,1999,4.2,2.19
3257,4.74,1999,4.3,2.19
3258,4.74,1999,4.3,2.19
3259,4.74,1999,4.2,2.19
3260,4.74,1999,4.3,2.19
3261,4.74,1999,4.2,2.19
3262,4.74,1999,4.4,2.19
3263,4.74,1999,4.3,2.19
3264,4.74,1999,4.0,2.19
3265,4.74,1999,4.1,2.19
3266,4.74,1999,4.1,2.19
3267,4.74,1999,4.2,2.19
3268,4.74,1999,4.2,2.19
3269,4.74,1999,4.3,2.19
3270,4.74,1999,4.3,2.19
3271,4.74,1999,4.2,2.19
3272,4.74,1999,4.3,2.19
3273,4.74,1999,4.2,2.19
3274,4.74,1999,4.4,2.19
3275,4.74,1999,4.3,2.19
3276,4.81,1999,4.0,2.19
3277,4.81,1999,4.1,2.19
3278,4.81,1999,4.1,2.19
3279,4.81,1999,4.2,2.19
3280,4.81,1999,4.2,2.19
3281,4.81,1999,4.3,2.19
3282,4.81,1999,4.3,2.19
3283,4.81,1999,4.2,2.19
3284,4.81,1999,4.3,2.19
3285,4.81,1999,4.2,2.19
3286,4.81,1999,4.4,2.19
3287,4.81,1999,4.3,2.19
3288,4.76,1999,4.0,2.19
3289,4.76,1999,4.1,2.19
3290,4.76,1999,4.1,2.19
3291,4.76,1999,4.2,2.19
3292,4.76,1999,4.2,2.19
3293,4.76,1999,4.3,2.19
3294,4.76,1999,4.3,2.19
3295,4.76,1999,4.2,2.19
3296,4.76,1999,4.3,2.19
3297,4.76,1999,4.2,2.19
3298,4.76,1999,4.4,2.19
3299,4.76,1999,4.3,2.19
3300,4.63,1999,4.0,2.19
3301,4.63,1999,4.1,2.19
3302,4.63,1999,4.1,2.19
3303,4.63,1999,4.2,2.19
3304,4.63,1999,4.2,2.19
3305,4.63,1999,4.3,2.19
3306,4.63,1999,4.3,2.19
3307,4.63,1999,4.2,2.19
3308,4.63,1999,4.3,2.19
3309,4.63,1999,4.2,2.19
3310,4.63,1999,4.4,2.19
3311,4.63,1999,4.3,2.19
3312,4.68,1998,4.4,1.55
3313,4.68,1998,4.4,1.55
3314,4.68,1998,4.5,1.55
3315,4.68,1998,4.6,1.55
3316,4.68,1998,4.5,1.55
3317,4.68,1998,4.5,1.55
3318,4.68,1998,4.5,1.55
3319,4.68,1998,4.4,1.55
3320,4.68,1998,4.3,1.55
3321,4.68,1998,4.7,1.55
3322,4.68,1998,4.6,1.55
3323,4.68,1998,4.6,1.55
3324,4.83,1998,4.4,1.55
3325,4.83,1998,4.4,1.55
3326,4.83,1998,4.5,1.55
3327,4.83,1998,4.6,1.55
3328,4.83,1998,4.5,1.55
3329,4.83,1998,4.5,1.55
3330,4.83,1998,4.5,1.55
3331,4.83,1998,4.4,1.55
3332,4.83,1998,4.3,1.55
3333,4.83,1998,4.7,1.55
3334,4.83,1998,4.6,1.55
3335,4.83,1998,4.6,1.55
3336,5.07,1998,4.4,1.55
3337,5.07,1998,4.4,1.55
3338,5.07,1998,4.5,1.55
3339,5.07,1998,4.6,1.55
3340,5.07,1998,4.5,1.55
3341,5.07,1998,4.5,1.55
3342,5.07,1998,4.5,1.55
3343,5.07,1998,4.4,1.55
3344,5.07,1998,4.3,1.55
3345,5.07,1998,4.7,1.55
3346,5.07,1998,4.6,1.55
3347,5.07,1998,4.6,1.55
3348,5.51,1998,4.4,1.55
3349,5.51,1998,4.4,1.55
3350,5.51,1998,4.5,1.55
3351,5.51,1998,4.6,1.55
3352,5.51,1998,4.5,1.55
3353,5.51,1998,4.5,1.55
3354,5.51,1998,4.5,1.55
3355,5.51,1998,4.4,1.55
3356,5.51,1998,4.3,1.55
3357,5.51,1998,4.7,1.55
3358,5.51,1998,4.6,1.55
3359,5.51,1998,4.6,1.55
3360,5.55,1998,4.4,1.55
3361,5.55,1998,4.4,1.55
3362,5.55,1998,4.5,1.55
3363,5.55,1998,4.6,1.55
3364,5.55,1998,4.5,1.55
3365,5.55,1998,4.5,1.55
3366,5.55,1998,4.5,1.55
3367,5.55,1998,4.4,1.55
3368,5.55,1998,4.3,1.55
3369,5.55,1998,4.7,1.55
3370,5.55,1998,4.6,1.55
3371,5.55,1998,4.6,1.55
3372,5.54,1998,4.4,1.55
3373,5.54,1998,4.4,1.55
3374,5.54,1998,4.5,1.55
3375,5.54,1998,4.6,1.55
3376,5.54,1998,4.5,1.55
3377,5.54,1998,4.5,1.55
3378,5.54,1998,4.5,1.55
3379,5.54,1998,4.4,1.55
3380,5.54,1998,4.3,1.55
3381,5.54,1998,4.7,1.55
3382,5.54,1998,4.6,1.55
3383,5.54,1998,4.6,1.55
3384,5.56,1998,4.4,1.55
3385,5.56,1998,4.4,1.55
3386,5.56,1998,4.5,1.55
3387,5.56,1998,4.6,1.55
3388,5.56,1998,4.5,1.55
3389,5.56,1998,4.5,1.55
3390,5.56,1998,4.5,1.55
3391,5.56,1998,4.4,1.55
3392,5.56,1998,4.3,1.55
3393,5.56,1998,4.7,1.55
3394,5.56,1998,4.6,1.55
3395,5.56,1998,4.6,1.55
3396,5.49,1998,4.4,1.55
3397,5.49,1998,4.4,1.55
3398,5.49,1998,4.5,1.55
3399,5.49,1998,4.6,1.55
3400,5.49,1998,4.5,1.55
3401,5.49,1998,4.5,1.55
3402,5.49,1998,4.5,1.55
3403,5.49,1998,4.4,1.55
3404,5.49,1998,4.3,1.55
3405,5.49,1998,4.7,1.55
3406,5.49,1998,4.6,1.55
3407,5.49,1998,4.6,1.55
3408,5.45,1998,4.4,1.55
3409,5.45,1998,4.4,1.55
3410,5.45,1998,4.5,1.55
3411,5.45,1998,4.6,1.55
3412,5.45,1998,4.5,1.55
3413,5.45,1998,4.5,1.55
3414,5.45,1998,4.5,1.55
3415,5.45,1998,4.4,1.55
3416,5.45,1998,4.3,1.55
3417,5.45,1998,4.7,1.55
3418,5.45,1998,4.6,1.55
3419,5.45,1998,4.6,1.55
3420,5.49,1998,4.4,1.55
3421,5.49,1998,4.4,1.55
3422,5.49,1998,4.5,1.55
3423,5.49,1998,4.6,1.55
3424,5.49,1998,4.5,1.55
3425,5.49,1998,4.5,1.55
3426,5.49,1998,4.5,1.55
3427,5.49,1998,4.4,1.55
3428,5.49,1998,4.3,1.55
3429,5.49,1998,4.7,1.55
3430,5.49,1998,4.6,1.55
3431,5.49,1998,4.6,1.55
3432,5.51,1998,4.4,1.55
3433,5.51,1998,4.4,1.55
3434,5.51,1998,4.5,1.55
3435,5.51,1998,4.6,1.55
3436,5.51,1998,4.5,1.55
3437,5.51,1998,4.5,1.55
3438,5.51,1998,4.5,1.55
3439,5.51,1998,4.4,1.55
3440,5.51,1998,4.3,1.55
3441,5.51,1998,4.7,1.55
3442,5.51,1998,4.6,1.55
3443,5.51,1998,4.6,1.55
3444,5.56,1998,4.4,1.55
3445,5.56,1998,4.4,1.55
3446,5.56,1998,4.5,1.55
3447,5.56,1998,4.6,1.55
3448,5.56,1998,4.5,1.55
3449,5.56,1998,4.5,1.55
3450,5.56,1998,4.5,1.55
3451,5.56,1998,4.4,1.55
3452,5.56,1998,4.3,1.55
3453,5.56,1998,4.7,1.55
3454,5.56,1998,4.6,1.55
3455,5.56,1998,4.6,1.55
3456,5.5,1997,4.7,2.34
3457,5.5,1997,4.6,2.34
3458,5.5,1997,4.7,2.34
3459,5.5,1997,4.9,2.34
3460,5.5,1997,4.8,2.34
3461,5.5,1997,4.9,2.34
3462,5.5,1997,5.0,2.34
3463,5.5,1997,4.9,2.34
3464,5.5,1997,5.1,2.34
3465,5.5,1997,5.2,2.34
3466,5.5,1997,5.2,2.34
3467,5.5,1997,5.3,2.34
3468,5.52,1997,4.7,2.34
3469,5.52,1997,4.6,2.34
3470,5.52,1997,4.7,2.34
3471,5.52,1997,4.9,2.34
3472,5.52,1997,4.8,2.34
3473,5.52,1997,4.9,2.34
3474,5.52,1997,5.0,2.34
3475,5.52,1997,4.9,2.34
3476,5.52,1997,5.1,2.34
3477,5.52,1997,5.2,2.34
3478,5.52,1997,5.2,2.34
3479,5.52,1997,5.3,2.34
3480,5.5,1997,4.7,2.34
3481,5.5,1997,4.6,2.34
3482,5.5,1997,4.7,2.34
3483,5.5,1997,4.9,2.34
3484,5.5,1997,4.8,2.34
3485,5.5,1997,4.9,2.34
3486,5.5,1997,5.0,2.34
3487,5.5,1997,4.9,2.34
3488,5.5,1997,5.1,2.34
3489,5.5,1997,5.2,2.34
3490,5.5,1997,5.2,2.34
3491,5.5,1997,5.3,2.34
3492,5.54,1997,4.7,2.34
3493,5.54,1997,4.6,2.34
3494,5.54,1997,4.7,2.34
3495,5.54,1997,4.9,2.34
3496,5.54,1997,4.8,2.34
3497,5.54,1997,4.9,2.34
3498,5.54,1997,5.0,2.34
3499,5.54,1997,4.9,2.34
3500,5.54,1997,5.1,2.34
3501,5.54,1997,5.2,2.34
3502,5.54,1997,5.2,2.34
3503,5.54,1997,5.3,2.34
3504,5.54,1997,4.7,2.34
3505,5.54,1997,4.6,2.34
3506,5.54,1997,4.7,2.34
3507,5.54,1997,4.9,2.34
3508,5.54,1997,4.8,2.34
3509,5.54,1997,4.9,2.34
3510,5.54,1997,5.0,2.34
3511,5.54,1997,4.9,2.34
3512,5.54,1997,5.1,2.34
3513,5.54,1997,5.2,2.34
3514,5.54,1997,5.2,2.34
3515,5.54,1997,5.3,2.34
3516,5.52,1997,4.7,2.34
3517,5.52,1997,4.6,2.34
3518,5.52,1997,4.7,2.34
3519,5.52,1997,4.9,2.34
3520,5.52,1997,4.8,2.34
3521,5.52,1997,4.9,2.34
3522,5.52,1997,5.0,2.34
3523,5.52,1997,4.9,2.34
3524,5.52,1997,5.1,2.34
3525,5.52,1997,5.2,2.34
3526,5.52,1997,5.2,2.34
3527,5.52,1997,5.3,2.34
3528,5.56,1997,4.7,2.34
3529,5.56,1997,4.6,2.34
3530,5.56,1997,4.7,2.34
3531,5.56,1997,4.9,2.34
3532,5.56,1997,4.8,2.34
3533,5.56,1997,4.9,2.34
3534,5.56,1997,5.0,2.34
3535,5.56,1997,4.9,2.34
3536,5.56,1997,5.1,2.34
3537,5.56,1997,5.2,2.34
3538,5.56,1997,5.2,2.34
3539,5.56,1997,5.3,2.34
3540,5.5,1997,4.7,2.34
3541,5.5,1997,4.6,2.34
3542,5.5,1997,4.7,2.34
3543,5.5,1997,4.9,2.34
3544,5.5,1997,4.8,2.34
3545,5.5,1997,4.9,2.34
3546,5.5,1997,5.0,2.34
3547,5.5,1997,4.9,2.34
3548,5.5,1997,5.1,2.34
3549,5.5,1997,5.2,2.34
3550,5.5,1997,5.2,2.34
3551,5.5,1997,5.3,2.34
3552,5.51,1997,4.7,2.34
3553,5.51,1997,4.6,2.34
3554,5.51,1997,4.7,2.34
3555,5.51,1997,4.9,2.34
3556,5.51,1997,4.8,2.34
3557,5.51,1997,4.9,2.34
3558,5.51,1997,5.0,2.34
3559,5.51,1997,4.9,2.34
3560,5.51,1997,5.1,2.34
3561,5.51,1997,5.2,2.34
3562,5.51,1997,5.2,2.34
3563,5.51,1997,5.3,2.34
3564,5.39,1997,4.7,2.34
3565,5.39,1997,4.6,2.34
3566,5.39,1997,4.7,2.34
3567,5.39,1997,4.9,2.34
3568,5.39,1997,4.8,2.34
3569,5.39,1997,4.9,2.34
3570,5.39,1997,5.0,2.34
3571,5.39,1997,4.9,2.34
3572,5.39,1997,5.1,2.34
3573,5.39,1997,5.2,2.34
3574,5.39,1997,5.2,2.34
3575,5.39,1997,5.3,2.34
3576,5.19,1997,4.7,2.34
3577,5.19,1997,4.6,2.34
3578,5.19,1997,4.7,2.34
3579,5.19,1997,4.9,2.34
3580,5.19,1997,4.8,2.34
3581,5.19,1997,4.9,2.34
3582,5.19,1997,5.0,2.34
3583,5.19,1997,4.9,2.34
3584,5.19,1997,5.1,2.34
3585,5.19,1997,5.2,2.34
3586,5.19,1997,5.2,2.34
3587,5.19,1997,5.3,2.34
3588,5.25,1997,4.7,2.34
3589,5.25,1997,4.6,2.34
3590,5.25,1997,4.7,2.34
3591,5.25,1997,4.9,2.34
3592,5.25,1997,4.8,2.34
3593,5.25,1997,4.9,2.34
3594,5.25,1997,5.0,2.34
3595,5.25,1997,4.9,2.34
3596,5.25,1997,5.1,2.34
3597,5.25,1997,5.2,2.34
3598,5.25,1997,5.2,2.34
3599,5.25,1997,5.3,2.34
3600,5.29,1996,5.4,2.93
3601,5.29,1996,5.4,2.93
3602,5.29,1996,5.2,2.93
3603,5.29,1996,5.2,2.93
3604,5.29,1996,5.1,2.93
3605,5.29,1996,5.5,2.93
3606,5.29,1996,5.3,2.93
3607,5.29,1996,5.6,2.93
3608,5.29,1996,5.6,2.93
3609,5.29,1996,5.5,2.93
3610,5.29,1996,5.5,2.93
3611,5.29,1996,5.6,2.93
3612,5.31,1996,5.4,2.93
3613,5.31,1996,5.4,2.93
3614,5.31,1996,5.2,2.93
3615,5.31,1996,5.2,2.93
3616,5.31,1996,5.1,2.93
3617,5.31,1996,5.5,2.93
3618,5.31,1996,5.3,2.93
3619,5.31,1996,5.6,2.93
3620,5.31,1996,5.6,2.93
3621,5.31,1996,5.5,2.93
3622,5.31,1996,5.5,2.93
3623,5.31,1996,5.6,2.93
3624,5.24,1996,5.4,2.93
3625,5.24,1996,5.4,2.93
3626,5.24,1996,5.2,2.93
3627,5.24,1996,5.2,2.93
3628,5.24,1996,5.1,2.93
3629,5.24,1996,5.5,2.93
3630,5.24,1996,5.3,2.93
3631,5.24,1996,5.6,2.93
3632,5.24,1996,5.6,2.93
3633,5.24,1996,5.5,2.93
3634,5.24,1996,5.5,2.93
3635,5.24,1996,5.6,2.93
3636,5.3,1996,5.4,2.93
3637,5.3,1996,5.4,2.93
3638,5.3,1996,5.2,2.93
3639,5.3,1996,5.2,2.93
3640,5.3,1996,5.1,2.93
3641,5.3,1996,5.5,2.93
3642,5.3,1996,5.3,2.93
3643,5.3,1996,5.6,2.93
3644,5.3,1996,5.6,2.93
3645,5.3,1996,5.5,2.93
3646,5.3,1996,5.5,2.93
3647,5.3,1996,5.6,2.93
3648,5.22,1996,5.4,2.93
3649,5.22,1996,5.4,2.93
3650,5.22,1996,5.2,2.93
3651,5.22,1996,5.2,2.93
3652,5.22,1996,5.1,2.93
3653,5.22,1996,5.5,2.93
3654,5.22,1996,5.3,2.93
3655,5.22,1996,5.6,2.93
3656,5.22,1996,5.6,2.93
3657,5.22,1996,5.5,2.93
3658,5.22,1996,5.5,2.93
3659,5.22,1996,5.6,2.93
3660,5.4,1996,5.4,2.93
3661,5.4,1996,5.4,2.93
3662,5.4,1996,5.2,2.93
3663,5.4,1996,5.2,2.93
3664,5.4,1996,5.1,2.93
3665,5.4,1996,5.5,2.93
3666,5.4,1996,5.3,2.93
3667,5.4,1996,5.6,2.93
3668,5.4,1996,5.6,2.93
3669,5.4,1996,5.5,2.93
3670,5.4,1996,5.5,2.93
3671,5.4,1996,5.6,2.93
3672,5.27,1996,5.4,2.93
3673,5.27,1996,5.4,2.93
3674,5.27,1996,5.2,2.93
3675,5.27,1996,5.2,2.93
3676,5.27,1996,5.1,2.93
3677,5.27,1996,5.5,2.93
3678,5.27,1996,5.3,2.93
3679,5.27,1996,5.6,2.93
3680,5.27,1996,5.6,2.93
3681,5.27,1996,5.5,2.93
3682,5.27,1996,5.5,2.93
3683,5.27,1996,5.6,2.93
3684,5.24,1996,5.4,2.93
3685,5.24,1996,5.4,2.93
3686,5.24,1996,5.2,2.93
3687,5.24,1996,5.2,2.93
3688,5.24,1996,5.1,2.93
3689,5.24,1996,5.5,2.93
3690,5.24,1996,5.3,2.93
3691,5.24,1996,5.6,2.93
3692,5.24,1996,5.6,2.93
3693,5.24,1996,5.5,2.93
3694,5.24,1996,5.5,2.93
3695,5.24,1996,5.6,2.93
3696,5.22,1996,5.4,2.93
3697,5.22,1996,5.4,2.93
3698,5.22,1996,5.2,2.93
3699,5.22,1996,5.2,2.93
3700,5.22,1996,5.1,2.93
3701,5.22,1996,5.5,2.93
3702,5.22,1996,5.3,2.93
3703,5.22,1996,5.6,2.93
3704,5.22,1996,5.6,2.93
3705,5.22,1996,5.5,2.93
3706,5.22,1996,5.5,2.93
3707,5.22,1996,5.6,2.93
3708,5.31,1996,5.4,2.93
3709,5.31,1996,5.4,2.93
3710,5.31,1996,5.2,2.93
3711,5.31,1996,5.2,2.93
3712,5.31,1996,5.1,2.93
3713,5.31,1996,5.5,2.93
3714,5.31,1996,5.3,2.93
3715,5.31,1996,5.6,2.93
3716,5.31,1996,5.6,2.93
3717,5.31,1996,5.5,2.93
3718,5.31,1996,5.5,2.93
3719,5.31,1996,5.6,2.93
3720,5.22,1996,5.4,2.93
3721,5.22,1996,5.4,2.93
3722,5.22,1996,5.2,2.93
3723,5.22,1996,5.2,2.93
3724,5.22,1996,5.1,2.93
3725,5.22,1996,5.5,2.93
3726,5.22,1996,5.3,2.93
3727,5.22,1996,5.6,2.93
3728,5.22,1996,5.6,2.93
3729,5.22,1996,5.5,2.93
3730,5.22,1996,5.5,2.93
3731,5.22,1996,5.6,2.93
3732,5.56,1996,5.4,2.93
3733,5.56,1996,5.4,2.93
3734,5.56,1996,5.2,2.93
3735,5.56,1996,5.2,2.93
3736,5.56,1996,5.1,2.93
3737,5.56,1996,5.5,2.93
3738,5.56,1996,5.3,2.93
3739,5.56,1996,5.6,2.93
3740,5.56,1996,5.6,2.93
3741,5.56,1996,5.5,2.93
3742,5.56,1996,5.5,2.93
3743,5.56,1996,5.6,2.93
3744,5.6,1995,5.6,2.81
3745,5.6,1995,5.6,2.81
3746,5.6,1995,5.5,2.81
3747,5.6,1995,5.6,2.81
3748,5.6,1995,5.7,2.81
3749,5.6,1995,5.7,2.81
3750,5.6,1995,5.6,2.81
3751,5.6,1995,5.6,2.81
3752,5.6,1995,5.8,2.81
3753,5.6,1995,5.4,2.81
3754,5.6,1995,5.4,2.81
3755,5.6,1995,5.6,2.81
3756,5.8,1995,5.6,2.81
3757,5.8,1995,5.6,2.81
3758,5.8,1995,5.5,2.81
3759,5.8,1995,5.6,2.81
3760,5.8,1995,5.7,2.81
3761,5.8,1995,5.7,2.81
3762,5.8,1995,5.6,2.81
3763,5.8,1995,5.6,2.81
3764,5.8,1995,5.8,2.81
3765,5.8,1995,5.4,2.81
3766,5.8,1995,5.4,2.81
3767,5.8,1995,5.6,2.81
3768,5.76,1995,5.6,2.81
3769,5.76,1995,5.6,2.81
3770,5.76,1995,5.5,2.81
3771,5.76,1995,5.6,2.81
3772,5.76,1995,5.7,2.81
3773,5.76,1995,5.7,2.81
3774,5.76,1995,5.6,2.81
3775,5.76,1995,5.6,2.81
3776,5.76,1995,5.8,2.81
3777,5.76,1995,5.4,2.81
3778,5.76,1995,5.4,2.81
3779,5.76,1995,5.6,2.81
3780,5.8,1995,5.6,2.81
3781,5.8,1995,5.6,2.81
3782,5.8,1995,5.5,2.81
3783,5.8,1995,5.6,2.81
3784,5.8,1995,5.7,2.81
3785,5.8,1995,5.7,2.81
3786,5.8,1995,5.6,2.81
3787,5.8,1995,5.6,2.81
3788,5.8,1995,5.8,2.81
3789,5.8,1995,5.4,2.81
3790,5.8,1995,5.4,2.81
3791,5.8,1995,5.6,2.81
3792,5.74,1995,5.6,2.81
3793,5.74,1995,5.6,2.81
3794,5.74,1995,5.5,2.81
3795,5.74,1995,5.6,2.81
3796,5.74,1995,5.7,2.81
3797,5.74,1995,5.7,2.81
3798,5.74,1995,5.6,2.81
3799,5.74,1995,5.6,2.81
3800,5.74,1995,5.8,2.81
3801,5.74,1995,5.4,2.81
3802,5.74,1995,5.4,2.81
3803,5.74,1995,5.6,2.81
3804,5.85,1995,5.6,2.81
3805,5.85,1995,5.6,2.81
3806,5.85,1995,5.5,2.81
3807,5.85,1995,5.6,2.81
3808,5.85,1995,5.7,2.81
3809,5.85,1995,5.7,2.81
3810,5.85,1995,5.6,2.81
3811,5.85,1995,5.6,2.81
3812,5.85,1995,5.8,2.81
3813,5.85,1995,5.4,2.81
3814,5.85,1995,5.4,2.81
3815,5.85,1995,5.6,2.81
3816,6.0,1995,5.6,2.81
3817,6.0,1995,5.6,2.81
3818,6.0,1995,5.5,2.81
3819,6.0,1995,5.6,2.81
3820,6.0,1995,5.7,2.81
3821,6.0,1995,5.7,2.81
3822,6.0,1995,5.6,2.81
3823,6.0,1995,5.6,2.81
3824,6.0,1995,5.8,2.81
3825,6.0,1995,5.4,2.81
3826,6.0,1995,5.4,2.81
3827,6.0,1995,5.6,2.81
3828,6.01,1995,5.6,2.81
3829,6.01,1995,5.6,2.81
3830,6.01,1995,5.5,2.81
3831,6.01,1995,5.6,2.81
3832,6.01,1995,5.7,2.81
3833,6.01,1995,5.7,2.81
3834,6.01,1995,5.6,2.81
3835,6.01,1995,5.6,2.81
3836,6.01,1995,5.8,2.81
3837,6.01,1995,5.4,2.81
3838,6.01,1995,5.4,2.81
3839,6.01,1995,5.6,2.81
3840,6.05,1995,5.6,2.81
3841,6.05,1995,5.6,2.81
3842,6.05,1995,5.5,2.81
3843,6.05,1995,5.6,2.81
3844,6.05,1995,5.7,2.81
3845,6.05,1995,5.7,2.81
3846,6.05,1995,5.6,2.81
3847,6.05,1995,5.6,2.81
3848,6.05,1995,5.8,2.81
3849,6.05,1995,5.4,2.81
3850,6.05,1995,5.4,2.81
3851,6.05,1995,5.6,2.81
3852,5.98,1995,5.6,2.81
3853,5.98,1995,5.6,2.81
3854,5.98,1995,5.5,2.81
3855,5.98,1995,5.6,2.81
3856,5.98,1995,5.7,2.81
3857,5.98,1995,5.7,2.81
3858,5.98,1995,5.6,2.81
3859,5.98,1995,5.6,2.81
3860,5.98,1995,5.8,2.81
3861,5.98,1995,5.4,2.81
3862,5.98,1995,5.4,2.81
3863,5.98,1995,5.6,2.81
3864,5.92,1995,5.6,2.81
3865,5.92,1995,5.6,2.81
3866,5.92,1995,5.5,2.81
3867,5.92,1995,5.6,2.81
3868,5.92,1995,5.7,2.81
3869,5.92,1995,5.7,2.81
3870,5.92,1995,5.6,2.81
3871,5.92,1995,5.6,2.81
3872,5.92,1995,5.8,2.81
3873,5.92,1995,5.4,2.81
3874,5.92,1995,5.4,2.81
3875,5.92,1995,5.6,2.81
3876,5.53,1995,5.6,2.81
3877,5.53,1995,5.6,2.81
3878,5.53,1995,5.5,2.81
3879,5.53,1995,5.6,2.81
3880,5.53,1995,5.7,2.81
3881,5.53,1995,5.7,2.81
3882,5.53,1995,5.6,2.81
3883,5.53,1995,5.6,2.81
3884,5.53,1995,5.8,2.81
3885,5.53,1995,5.4,2.81
3886,5.53,1995,5.4,2.81
3887,5.53,1995,5.6,2.81
3888,5.45,1994,5.5,2.61
3889,5.45,1994,5.6,2.61
3890,5.45,1994,5.8,2.61
3891,5.45,1994,5.9,2.61
3892,5.45,1994,6.0,2.61
3893,5.45,1994,6.1,2.61
3894,5.45,1994,6.1,2.61
3895,5.45,1994,6.1,2.61
3896,5.45,1994,6.4,2.61
3897,5.45,1994,6.5,2.61
3898,5.45,1994,6.6,2.61
3899,5.45,1994,6.6,2.61
3900,5.29,1994,5.5,2.61
3901,5.29,1994,5.6,2.61
3902,5.29,1994,5.8,2.61
3903,5.29,1994,5.9,2.61
3904,5.29,1994,6.0,2.61
3905,5.29,1994,6.1,2.61
3906,5.29,1994,6.1,2.61
3907,5.29,1994,6.1,2.61
3908,5.29,1994,6.4,2.61
3909,5.29,1994,6.5,2.61
3910,5.29,1994,6.6,2.61
3911,5.29,1994,6.6,2.61
3912,4.76,1994,5.5,2.61
3913,4.76,1994,5.6,2.61
3914,4.76,1994,5.8,2.61
3915,4.76,1994,5.9,2.61
3916,4.76,1994,6.0,2.61
3917,4.76,1994,6.1,2.61
3918,4.76,1994,6.1,2.61
3919,4.76,1994,6.1,2.61
3920,4.76,1994,6.4,2.61
3921,4.76,1994,6.5,2.61
3922,4.76,1994,6.6,2.61
3923,4.76,1994,6.6,2.61
3924,4.73,1994,5.5,2.61
3925,4.73,1994,5.6,2.61
3926,4.73,1994,5.8,2.61
3927,4.73,1994,5.9,2.61
3928,4.73,1994,6.0,2.61
3929,4.73,1994,6.1,2.61
3930,4.73,1994,6.1,2.61
3931,4.73,1994,6.1,2.61
3932,4.73,1994,6.4,2.61
3933,4.73,1994,6.5,2.61
3934,4.73,1994,6.6,2.61
3935,4.73,1994,6.6,2.61
3936,4.47,1994,5.5,2.61
3937,4.47,1994,5.6,2.61
3938,4.47,1994,5.8,2.61
3939,4.47,1994,5.9,2.61
3940,4.47,1994,6.0,2.61
3941,4.47,1994,6.1,2.61
3942,4.47,1994,6.1,2.61
3943,4.47,1994,6.1,2.61
3944,4.47,1994,6.4,2.61
3945,4.47,1994,6.5,2.61
3946,4.47,1994,6.6,2.61
3947,4.47,1994,6.6,2.61
3948,4.26,1994,5.5,2.61
3949,4.26,1994,5.6,2.61
3950,4.26,1994,5.8,2.61
3951,4.26,1994,5.9,2.61
3952,4.26,1994,6.0,2.61
3953,4.26,1994,6.1,2.61
3954,4.26,1994,6.1,2.61
3955,4.26,1994,6.1,2.61
3956,4.26,1994,6.4,2.61
3957,4.26,1994,6.5,2.61
3958,4.26,1994,6.6,2.61
3959,4.26,1994,6.6,2.61
3960,4.25,1994,5.5,2.61
3961,4.25,1994,5.6,2.61
3962,4.25,1994,5.8,2.61
3963,4.25,1994,5.9,2.61
3964,4.25,1994,6.0,2.61
3965,4.25,1994,6.1,2.61
3966,4.25,1994,6.1,2.61
3967,4.25,1994,6.1,2.61
3968,4.25,1994,6.4,2.61
3969,4.25,1994,6.5,2.61
3970,4.25,1994,6.6,2.61
3971,4.25,1994,6.6,2.61
3972,4.01,1994,5.5,2.61
3973,4.01,1994,5.6,2.61
3974,4.01,1994,5.8,2.61
3975,4.01,1994,5.9,2.61
3976,4.01,1994,6.0,2.61
3977,4.01,1994,6.1,2.61
3978,4.01,1994,6.1,2.61
3979,4.01,1994,6.1,2.61
3980,4.01,1994,6.4,2.61
3981,4.01,1994,6.5,2.61
3982,4.01,1994,6.6,2.61
3983,4.01,1994,6.6,2.61
3984,3.56,1994,5.5,2.61
3985,3.56,1994,5.6,2.61
3986,3.56,1994,5.8,2.61
3987,3.56,1994,5.9,2.61
3988,3.56,1994,6.0,2.61
3989,3.56,1994,6.1,2.61
3990,3.56,1994,6.1,2.61
