,academicyear,state,control,fte_count,tuition01,tuition02,net_student_tuition,federal03,state03,investment01,appliedaid01,grant06,grant07,institutional_grant_aid_share,tuition_discount,inst_grant_pct,inst_grant_avg_amount,loan_avg_amount,associatedegrees,bachelordegrees,masterdegrees,doctordegrees,grad_rate_150_p,ftretention_rate,year_total_undergrad,admssn,applcn,total_enrollment
22,1987,GA,private,733.6052112040817,5908642.818181818,8379.666666666666,4139686.4545454546,140753.33333333334,2155691.5,,,1088074.6785714286,1943669.3125,0.5725164949827702,0.21821063497727688,,,,23.625,111.1,28.925,5.3,,,,,,823.5882352941177
23,1987,GA,public,2568.919592735849,4614783.404761905,267464.6,3556431.5555555555,2377263.285714286,15719527.11627907,,,180999.25,849444.5581395349,0.2129743061233138,0.026824896782624296,,,,85.15094339622641,270.24528301886795,86.71698113207547,9.056603773584905,,,,,,3285.4137931034484
24,1987,GU,public,1509.78665,980377.5,8892.0,60573.5,1647995.0,11616509.0,,,,924782.5,0.33112726692083,0.32136999916688,,,,33.5,85.5,15.0,0.0,,,,,,2238.5
25,1987,HI,private,845.6795788,6360252.75,1214.0,5100713.5,805764.0,,,,560025.6666666666,1260146.25,0.5623497851641506,0.09035062918847908,,,,45.0,153.4,26.4,2.4,,,,,,1057.7
26,1987,HI,public,3406.5403400000005,3272849.777777778,356096.0,2650026.888888889,2623759.0,21574482.222222224,,,64527.0,662389.0,0.07610493224395957,0.027682203697394804,,,,212.5,293.4,79.3,13.3,,,,,,4540.7
27,1987,IA,private,757.0302921346155,6062338.333333333,7866.5,4059760.611111111,413298.3333333333,725410.0,,,1397951.7878787878,2007681.9444444445,0.6039310404639605,0.2595895626919612,,,,10.416666666666666,137.33333333333334,13.979166666666666,0.3958333333333333,,,,,,859.622641509434
28,1987,IA,public,4190.229745590909,8765145.0,189065.0,5175955.052631579,1038053.9411764706,20450864.842105262,,,653567.4444444445,3648894.789473684,0.07616911368157633,0.03446440217620005,,,,329.5263157894737,518.421052631579,110.73684210526316,31.0,,,,,,5066.545454545455
29,1987,ID,private,1399.0634008333334,4319787.0,7419.0,3348196.75,,,,,360922.6666666667,973445.0,0.6954410251524957,0.19681344966145542,,,,343.25,69.75,18.0,0.0,,,,,,1552.0
30,1987,ID,public,3874.499542714286,5572644.666666667,53898.0,3226403.6666666665,1358840.6666666667,20309551.833333332,,,856086.0,2364207.0,0.3510338437075018,0.14472479947143002,,,,133.28571428571428,393.7142857142857,92.85714285714286,6.714285714285714,,,,,,3598.5
31,1987,IL,private,803.4494601456953,10729828.65,110032.07692307692,7823836.62962963,185927.25,610441.575,,,1742903.1846153846,2996940.789473684,0.6327301768162732,0.17786712782264177,,,,9.504347826086956,163.41739130434783,76.18260869565218,8.530434782608696,,,,,,1035.9617834394905
32,1987,IL,public,6146.836660436363,8500473.102040816,245375.41666666666,5398852.9387755105,972812.05,24286269.304347824,,,517692.5416666667,3296253.1063829786,0.1177178891815867,0.046741344257638866,,,,350.327868852459,458.5081967213115,132.72131147540983,17.278688524590162,,,,,,8335.859375
33,1987,IN,private,699.4584596567164,6973937.390243903,51129.94117647059,5195931.365853659,155778.0,298138.5,,,1404425.9259259258,2259802.7,0.67051491746443,0.29710012476052905,,,,14.914893617021276,175.53191489361703,28.404255319148938,2.5531914893617023,,,,,,801.044776119403
34,1987,IN,public,7336.728504250001,19184152.75,497058.0,13385785.75,6416033.5,41705951.3125,,,1995271.3125,5829432.875,0.29865686147178805,0.09936883937066371,,,,327.9047619047619,869.1428571428571,267.04761904761904,40.666666666666664,,,,,,6178.84375
35,1987,KS,private,380.64733162857146,2173480.590909091,30066.5,1068017.7727272727,686146.5,,,,544108.35,1227023.761904762,0.6178932619148665,0.30515798932422433,,,,17.0,68.03571428571429,1.1428571428571428,0.0,,,,,,440.9166666666667
36,1987,KS,public,2820.7108568,4714389.259259259,118534.625,2958169.0714285714,2700799.1428571427,11756465.222222222,,,316074.4761904762,1621716.1785714286,0.2092739523008312,0.1437581120588424,,,,114.69767441860465,229.41860465116278,69.83720930232558,9.046511627906977,,,,,,3488.9523809523807
37,1987,KY,private,550.0557906486487,2708187.576923077,9488.0,1570054.2692307692,26900.0,148.0,,,508884.9166666667,1167830.3076923077,0.57561552130228,0.30723663587322964,,,,17.70967741935484,78.35483870967742,16.64516129032258,3.2903225806451615,,,,,,664.3783783783783
38,1987,KY,public,9763.240614333332,14898374.0,43312.0,8897308.444444444,8226840.5,51448774.666666664,,,1961697.875,6005877.888888889,0.32297568572372826,0.12960619070576518,,,,406.55555555555554,1035.7777777777778,304.44444444444446,19.88888888888889,,,,,,13980.111111111111
39,1987,LA,private,1060.0861768095237,13312571.4,12151.0,9470143.2,97511.75,35398.0,,,2860064.5,3843643.3,0.670837655421319,0.21446393177433282,,,,6.583333333333333,212.91666666666666,78.16666666666667,6.416666666666667,,,,,,1183.9545454545455
40,1987,LA,public,4647.8061664642855,9029878.1,492578.76923076925,5666381.5,2357201.1666666665,23217315.35,,,796818.2307692308,3794628.65,0.17196416234021,0.062208715330592135,,,,81.10714285714286,488.9642857142857,109.0,8.0,,,,,,4956.121212121212
41,1987,MA,private,1639.0264731818181,20149449.30120482,148006.33333333334,15993867.361445783,423298.5,165113.0,,,3652632.411764706,4451825.4875,0.6811710466278051,0.143718699594921,,,,54.683673469387756,285.4183673469388,130.12244897959184,16.071428571428573,,,,,,1982.6693548387098
42,1987,MA,public,3701.569455828572,3375730.619047619,2935887.888888889,2453379.814814815,1315192.75,23992016.64,,,323239.0833333333,2181338.4444444445,0.1074171275822201,0.045932596918284996,,,,244.06060606060606,412.1515151515151,70.12121212121212,10.090909090909092,,,,,,4087.311111111111
43,1987,MD,private,793.3565293870968,10058893.944444444,93158.0,6803641.333333333,425000.0,1268133.3333333333,,,2571946.0588235296,3265603.611111111,0.593564710165272,0.16258544617688533,,,,17.153846153846153,130.69230769230768,100.61538461538461,9.423076923076923,,,,,,1069.090909090909
44,1987,MD,public,4329.856606967742,8428293.310344828,,6358563.766666667,28639429.57142857,19171520.85185185,,,503765.8947368421,1788786.6,0.2790071585160812,0.054937209167609524,,,,206.59375,450.15625,84.65625,14.21875,,,,,,6404.25
45,1987,ME,private,460.3997464285714,6515457.230769231,224298.0,5073380.307692308,,,,,1086369.0,1476584.3076923077,0.5784756489340411,0.13324577747088032,,,,18.125,141.875,3.375,0.0,,,,,,519.1363636363636
46,1987,ME,public,3164.8211501250003,9826704.5,277724.75,3067274.8333333335,1157255.25,20468077.833333332,,,1857544.5,4402813.8,0.240341994861539,0.08445777869264315,,,,205.85714285714286,408.57142857142856,64.14285714285714,3.5714285714285716,,,,,,3848.0
47,1987,MI,private,738.4846676190476,6194796.29787234,135691.5,4613394.382978723,250678.6,636305.4444444445,,,728255.475,1713848.5,0.4868698733539267,0.1356049570419988,,,,47.91379310344828,146.51724137931035,19.32758620689655,0.9827586206896551,,,,,,898.9101123595506
48,1987,MI,public,6319.021390531914,14485901.136363637,124571.33333333333,10143027.5,128088.11111111111,25626600.113636363,,,1138500.638888889,4351367.2272727275,0.22256569166222517,0.08245549793596359,,,,403.5531914893617,631.5531914893617,221.59574468085106,27.02127659574468,,,,,,8420.132075471698
49,1987,MN,private,838.6495908333333,8071646.548387097,91921.0,5400055.741935484,140799.5,387776.0,,,2136745.68,2786340.870967742,0.6150338397620495,0.6435740800118339,,,,12.621621621621621,187.16216216216216,21.10810810810811,0.5675675675675675,,,,,,906.7857142857143
50,1987,MN,public,3679.8991858461536,7311361.161290322,88040.5,4633796.096774193,3282940.5,18902237.2,,,266798.5,2739115.0322580645,0.13727158170008036,0.061751017188477836,,,,155.83333333333334,327.9761904761905,67.47619047619048,12.095238095238095,,,,,,4588.627906976744
51,1987,MO,private,727.3623412875,5951322.452830189,35781.57142857143,4586067.811320755,64027.0,,,,1129314.243902439,1567880.2978723405,0.702993325159381,0.19756174274295896,,,,15.636363636363637,130.06060606060606,62.63636363636363,4.2727272727272725,,,,,,963.074074074074
52,1987,MO,public,4539.334039037037,9963451.7,15404.0,6633661.25,2133718.3333333335,22126334.85,,,1322706.15,3330560.8,0.2796584342880043,0.14800326681940784,,,,160.84375,449.46875,110.84375,8.8125,,,,,,3980.6046511627906
53,1987,MP,public,329.09833,814517.0,,-568507.0,29006.0,,,,,1383024.0,,,,,,15.0,0.0,0.0,0.0,,,,,,514.0
54,1987,MS,private,419.99362775,2047819.7857142857,3650.0,1175567.2142857143,570284.0,80989.0,,,450915.45454545453,873430.8571428572,0.5294102496672537,0.27273708228978133,,,,10.588235294117647,67.23529411764706,10.588235294117647,0.0,,,,,,528.55
55,1987,MS,public,2712.3917362499997,4751751.416666667,3820.5,2060945.0,1311835.4,11609116.25,,,634333.7619047619,2691443.0833333335,0.23916518903660214,0.15515880706264157,,,,162.75,334.75,76.25,10.791666666666666,,,,,,3211.6071428571427
56,1987,MT,private,230.45341392307694,1938539.0,72.0,1248951.6,452943.5,,,,333694.6666666667,695567.4,0.445162287107078,0.15803706009610896,,,,7.153846153846154,31.692307692307693,0.3076923076923077,0.0,,,,,,308.0769230769231
57,1987,MT,public,2017.2030407142854,2488986.3333333335,27227.428571428572,942454.6666666666,118037.5,7943488.181818182,,,77280.55555555556,1562414.3333333333,0.13788059540642814,0.14525755953692887,,,,45.92857142857143,266.42857142857144,54.357142857142854,3.5,,,,,,2263.133333333333
58,1987,NC,private,1032.1458296037736,7277503.720930233,60806.6,4698717.4186046515,400441.6666666667,2162259.2,,,1605179.375,2604545.930232558,0.49507255853245613,0.20109614699921252,,,,21.891304347826086,174.67391304347825,28.5,4.521739130434782,,,,,,1109.0185185185185
59,1987,NC,public,2358.678868875,2323051.9166666665,175504.0625,1228883.0266666666,1267310.0714285714,14133991.346666666,,,51311.244897959186,1038687.64,0.09862763428062071,0.0688098190424414,,,,122.89333333333333,225.16,58.586666666666666,7.906666666666666,,,,,,3256.395061728395
60,1987,ND,private,170.1198999285714,2249188.0,48561.0,1185769.6666666667,612100.0,,,,546458.5,1095792.3333333333,0.2714256707275347,0.1410016534280748,,,,3.142857142857143,27.0,2.0,0.0,,,,,,197.57142857142858
61,1987,ND,public,2477.7537090833334,3976858.4545454546,22199.5,1808788.5454545454,994030.6666666666,15861521.5,,,466617.6666666667,2172106.1818181816,0.12018592175088794,0.08118334269103411,,,,161.33333333333334,319.25,46.583333333333336,6.333333333333333,,,,,,2889.5833333333335
62,1987,NE,private,513.2277344814815,5041387.857142857,,3503354.9285714286,89677.0,,,,962553.9166666666,1538032.7857142857,0.5531262883330494,0.24630728390712203,,,,14.222222222222221,121.16666666666667,10.277777777777779,0.05555555555555555,,,,,,624.8518518518518
63,1987,NE,public,4562.732306538462,6377601.153846154,97866.0,3249004.4615384615,1770001.6666666667,17898129.416666668,,,1269319.4285714286,3302324.846153846,0.18394869997747046,0.1292322421824969,,,,202.53846153846155,479.46153846153845,109.53846153846153,16.46153846153846,,,,,,6481.692307692308
64,1987,NH,private,953.29056135,8531216.875,4819.0,6972254.5625,56900.75,15050.0,,,1309560.0,1603644.375,0.5592104296204522,0.08447630295065367,,,,25.55,190.75,48.2,1.9,,,,,,1193.7
65,1987,NH,public,4393.704041200001,33454973.0,1123510.0,11567719.8,384227.3333333333,10854910.4,,,3608082.5,2728258.6,0.36104031701408146,0.0631857438205471,,,,279.2,591.0,96.8,6.6,,,,,,5746.6
66,1987,NJ,private,803.9052143333333,16257082.315789474,595836.5,12263465.894736841,146260.0,1197695.875,,,2640650.222222222,4056336.052631579,0.594325897737016,0.20321120917830032,,,,9.94,143.1,57.42,6.5,,,,,,952.6875
67,1987,NJ,public,4749.312783666667,9737854.933333334,491970.2,7066055.433333334,1767998.0,23490703.8,,,172597.0,2890140.8620689656,0.11641001628726115,0.023837399591071416,,,,284.8709677419355,521.9032258064516,115.58064516129032,11.129032258064516,,,,,,6381.0
68,1987,NM,private,162.456462,2292856.0,2689.0,1683819.6666666667,,42067.0,,,759107.0,1003055.3333333334,0.76323378558848,0.280955326958312,,,,9.2,50.8,9.2,0.0,,,,,,242.25
69,1987,NM,public,3550.4674474666667,3719015.0,70440.5,1365357.2857142857,1508067.0,15326681.538461538,,,430850.0,2377057.1428571427,0.17212621221467928,0.10801575768539905,,,,101.58823529411765,252.7058823529412,99.17647058823529,12.117647058823529,,,,,,3768.8571428571427
70,1987,NV,private,87.6120065,568900.0,872.0,491778.0,,,,,,97679.5,,,,,,0.0,32.0,0.0,0.0,,,,,,93.75
71,1987,NV,public,4173.941916833333,4219972.5,,2938096.1666666665,25000.0,16582668.333333334,,,185124.75,1281876.3333333333,0.14722141258412832,0.04620831379838205,,,,147.33333333333334,316.1666666666667,69.83333333333333,5.333333333333333,,,,,,7748.333333333333
72,1987,NY,private,1378.432689147287,19444283.992307693,341543.375,15600377.801526718,319224.85714285716,1332400.0408163266,,,3013564.9142857143,4080319.479338843,0.6500981256920468,0.1568595907818448,,,,38.6078431372549,254.4607843137255,116.81862745098039,11.558823529411764,,,,,,1608.1391941391942
73,1987,NY,public,5671.839540084507,9910075.421875,146776.5,4774404.484375,40493818.28571428,33616019.296875,,,661901.8205128205,5221849.19047619,0.11391709465344245,0.03807335592493162,,,,467.25,493.9861111111111,125.30555555555556,14.0,,,,,,6891.179487179487
74,1987,OH,private,682.8799707923076,8510361.666666666,109659.75,6214522.428571428,168212.7142857143,1850307.0,,,1734085.326923077,2559107.754385965,0.5940241387611459,0.2072963394626136,,,,14.970588235294118,133.08823529411765,44.38235294117647,3.3627450980392157,,,,,,807.6917293233083
75,1987,OH,public,6860.663861809524,18436603.916666668,21177.0,14662744.083333334,4226465.857142857,30505231.111111112,,,1202874.3076923077,3774448.388888889,0.18973861754901886,0.042375176589480486,,,,245.81034482758622,520.8965517241379,148.68965517241378,22.20689655172414,,,,,,5243.266666666666
76,1987,OK,private,859.23566395,5399643.5,100490.42857142857,4238507.642857143,476541.0,7000.0,,,770335.2222222222,1823651.2857142857,0.5832712021813359,0.2195666463907065,,,,10.5,143.0625,44.6875,2.0,,,,,,1008.45
77,1987,OK,public,3455.3330277741934,2783145.3214285714,26135.5,1157344.5357142857,2332660.8,12873678.148148147,,,297845.5625,1689797.0,0.1398891734295999,0.1322107303658923,,,,162.0,364.3225806451613,103.87096774193549,10.0,,,,,,4596.363636363636
78,1987,OR,private,700.8437178636364,5090740.9,35376.333333333336,3739201.45,174426.0,118740.0,,,954442.5294117647,1356845.85,0.642566422198346,0.18596951530073597,,,,3.8947368421052633,127.89473684210526,25.31578947368421,1.631578947368421,,,,,,818.3636363636364
79,1987,OR,public,4094.081401954545,6420457.428571428,57671.0,3578593.8571428573,853721.0,14044365.857142856,,,151511.93333333332,2850102.3333333335,0.10675491290351065,0.06588543166843196,,,,186.04347826086956,367.4782608695652,100.1304347826087,13.826086956521738,,,,,,5495.695652173913
80,1987,PA,private,886.2975343846155,11141173.086206896,57584.25,8861546.47413793,461707.25,2399183.2580645164,,,1650324.0707070706,2457390.2407407407,0.6739602423624492,0.1668186700423867,,,,25.360759493670887,185.0253164556962,45.69620253164557,4.7215189873417724,,,,,,1070.131455399061
81,1987,PA,public,6677.3475690000005,21506362.4375,853195.4285714285,16554686.484848484,3297175.1666666665,23587251.333333332,,,1633689.5217391304,4620978.40625,0.14608790651835132,0.042211686221170275,,,,286.2972972972973,751.7297297297297,166.78378378378378,28.54054054054054,,,,,,8259.297297297297
82,1987,PR,private,2454.6805137575757,6582058.75,1588860.6666666667,2947466.24,1810820.0,55000.0,,,103413.125,4278670.619047619,0.5154731097536209,0.015108053603834971,,,,63.642857142857146,236.71428571428572,18.214285714285715,5.821428571428571,,,,,,2685.3714285714286
83,1987,PR,public,6503.830341499999,5165188.5,3329678.3333333335,-9462803.75,10757042.0,81017869.33333333,,,3000.0,17125251.25,0.018772244572954632,0.0340080322583197,,,,423.5,907.1666666666666,102.5,3.6666666666666665,,,,,,4928.75
84,1987,PW,public,428.458324,941209.0,34256.0,184639.0,750407.0,22740.0,,,,1643503.0,,,,,,,,,,,,,,,463.0
85,1987,RI,private,2704.4541833636363,26239209.75,,22190762.125,676400.0,710487.5,,,3129442.0,4048447.25,0.6566182412771404,0.0914547797695928,,,,270.1,508.4,94.2,14.6,,,,,,3174.818181818182
86,1987,RI,public,8135.452277333334,16158842.666666666,,11680855.666666666,,35837496.0,,,1027622.5,4477987.333333333,0.23201590777205885,0.08179852108256701,,,,411.3333333333333,884.3333333333334,259.3333333333333,22.0,,,,,,11837.0
87,1987,SC,private,774.7247315999999,4947055.869565218,80951.25,3689887.5217391304,63642.25,34278.0,,,630217.0476190476,1364536.0869565217,0.6175457616644614,0.1591871763577089,,,,20.208333333333332,146.20833333333334,17.333333333333332,0.7916666666666666,,,,,,852.8333333333334
88,1987,SC,public,2342.2808921944443,4376182.636363637,348922.4,3379972.6363636362,863522.45,14388442.451612903,,,129650.0,1101944.0909090908,0.18063786625943007,0.04332349316393983,,,,112.37142857142857,258.22857142857146,81.51428571428572,7.057142857142857,,,,,,2928.2972972972975
89,1987,SD,private,254.66663941176472,2498855.25,41090.5,1452592.625,,,,,531181.0,1056535.25,0.39317097254561933,0.19630099880310328,,,,18.083333333333332,53.0,3.25,0.08333333333333333,,,,,,317.11764705882354
90,1987,SD,public,1763.6244084166667,3988571.6666666665,170727.5,2115165.777777778,1746932.3333333333,10990251.0,,,162756.6,1911345.3333333333,0.11666380357181595,0.06246559999014563,,,,27.916666666666668,250.41666666666666,56.666666666666664,5.333333333333333,,,,,,1977.8461538461538
91,1987,TN,private,771.8514512786885,4605171.577777778,28995.2,3242037.888888889,826748.6,38225.0,,,922571.2777777778,1502560.0476190476,0.6404053305250105,0.22600082861673707,,,,14.92156862745098,114.3529411764706,18.235294117647058,5.176470588235294,,,,,,831.0645161290323
92,1987,TN,public,3637.0461716451614,7786091.047619048,12144.0,5347796.952380952,795246.8,26545320.61904762,,,668846.75,2438872.761904762,0.13237302690382974,0.04441148833643217,,,,79.41176470588235,225.80392156862746,59.35294117647059,6.078431372549019,,,,,,2613.344262295082
93,1987,TX,private,998.167984392405,6590977.018518519,69898.4,4700405.277777778,223940.2,8990258.333333334,,,1225547.4081632653,1935821.888888889,0.6318546280130968,0.22725043871583225,,,,4.344262295081967,192.9344262295082,67.8688524590164,4.901639344262295,,,,,,1128.8072289156626
94,1987,TX,public,5323.154843159091,6680953.524390244,246229.53846153847,3995385.25,1916204.0,24494798.51190476,,,517882.0172413793,2657239.523809524,0.1959157435402171,0.08571936793999328,,,,221.57471264367817,522.5402298850574,149.70114942528735,20.45977011494253,,,,,,6722.728155339806
95,1987,UT,private,5388.178443,37883905.666666664,75512.5,27718490.666666668,,,,,3874022.5,10215755.333333334,0.6410002325099227,0.11672225117630768,,,,80.66666666666667,1792.6666666666667,358.3333333333333,35.666666666666664,,,,,,6494.4
96,1987,UT,public,4518.9613460909095,7950679.555555556,1045348.0,4811569.666666667,1848745.0,27247401.444444444,,,743579.8,3836008.4444444445,0.14795025834696243,0.08373532003534272,,,,276.2,570.7,132.8,25.4,,,,,,5076.4
97,1987,VA,private,672.9140138947367,6185579.1875,101568.75,4625026.0,314618.4,1461370.0,,,979351.2692307692,1549980.0967741935,0.6737816800880005,0.21897085692478582,,,,7.186046511627907,122.69767441860465,16.46511627906977,0.46511627906976744,,,,,,741.3559322033898
98,1987,VA,public,4508.29293905,8577796.333333334,21088.666666666668,6520515.076923077,41002363.5,18692560.17948718,,,333851.8387096774,2061609.8717948718,0.14414950007978983,0.043723540340741815,,,,139.7173913043478,406.19565217391306,104.30434782608695,14.5,,,,,,5135.153846153846
99,1987,VI,public,1451.0774,1962133.0,,1218872.0,,10756702.0,,,144371.0,743261.0,0.210196687300962,0.0796230428824142,,,,66.0,145.0,33.0,0.0,,,,,,2495.0
100,1987,VT,private,721.8997155882353,6977655.875,67307.0,5829309.1875,456429.0,,,,942784.6428571428,1273342.3333333333,0.5881563533837463,0.10633842937507322,,,,37.705882352941174,112.82352941176471,37.88235294117647,0.47058823529411764,,,,,,797.4444444444445
101,1987,VT,public,7470.1848445,36746314.5,,29815301.5,3099000.0,16882104.0,,,2565550.0,6931013.0,0.4163203365119405,0.08474161614491199,,,,97.4,436.8,71.6,6.6,,,,,,3769.2
102,1987,WA,private,997.0787224137931,9364696.470588235,9667.333333333334,7380099.235294118,,47087.0,,,1312540.2142857143,1992067.0588235294,0.5921175429543196,0.11827743064351497,,,,7.714285714285714,213.0,52.095238095238095,1.7142857142857142,,,,,,1211.9354838709678
103,1987,WA,public,4403.782957857143,6678566.166666667,1175333.3,3722543.121212121,863069.3,18711501.21212121,,,517595.6666666667,2705042.242424242,0.16676488755088212,0.16302320269879045,,,,315.7027027027027,358.7837837837838,78.5945945945946,15.216216216216216,,,,,,6026.540540540541
104,1987,WI,private,600.7456556000001,6945788.481481481,24191.833333333332,5430249.555555556,59756.666666666664,6219473.0,,,1021545.625,1617823.8461538462,0.6270348396329434,0.18603331790833014,,,,10.382352941176471,161.44117647058823,21.08823529411765,1.7941176470588236,,,,,,733.7636363636364
105,1987,WI,public,5827.416801363636,10991023.733333332,98341.5,6836651.8,1675245.75,21624074.466666665,,,2450239.3571428573,4328151.275862069,0.3019531936950111,0.14747992767875745,,,,240.2941176470588,582.0588235294117,136.91176470588235,21.205882352941178,,,,,,7017.428571428572
106,1987,WV,private,419.0289422352941,4048536.5,,2476634.125,,,,,807534.625,1571902.375,0.555013878619824,0.21643230316401524,,,,24.466666666666665,66.4,4.666666666666667,0.0,,,,,,482.05555555555554
107,1987,WV,public,2889.283146611111,2206316.4285714286,2360722.222222222,1806956.5714285714,6834032.0,15206191.714285715,,,254375.3,1945868.0714285714,0.26324649675743783,0.09131455420868238,,,,83.56521739130434,279.5217391304348,72.78260869565217,4.782608695652174,,,,,,2305.633333333333
108,1987,WY,private,30.573522,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,36.0
109,1987,WY,public,1706.9252968,1878846.125,51354.75,311558.0,9900815.0,15474633.142857144,,,168925.5,1592965.5,0.21727001801908155,0.22757198018452177,,,,131.88888888888889,180.55555555555554,38.333333333333336,7.555555555555555,,,,,,2377.7
