,state,fy,total_state_support,total_state_and_local_support,total_financial_aid,education_appropriations,general_public_operations,state_public_financial_aid_as_a_percent_of_education_appropriations,net_tuition_and_fee_revenue,student_share,total_education_revenue,student_share,net_fte_enrollment,state_tax_appropriations,state_public_financial_aid,out-of-state_financial_aid,institutional_discounts_and_waivers,tuition_and_fees_used_for_debt_service,gross_fte_enrollment,region,tax_appropriations,non-tax_support,other_state_support,"two-year_
public_operating","four-year_
public_operating","state_
financial_aid"
0,Alabama,2021,1811827765,1812627765,105744436.0,1396841206,1300857122.0,0.0687151006053583,2471929168,0.669302222754017,3693292931,0.669302222754017,194930,1811827765.0,95984084.0,0.0,0.0,175477443.0,206699.0,Southeast,1811827765.0,0.0,0.0,400802065.0,876451855.0,105744436.0
1,Alaska,2021,319473162,320343162,17676252.0,291395636,261313966.0,0.0454690028370912,85410414,0.226669433784304,376806050,0.226669433784304,13739,302852395.0,13249469.0,3104700.0,17515588.0,0.0,13739.0,Far West,302852395.0,0.0,0.0,0.0,260443966.0,17676252.0
2,Arizona,2021,1096027476,2030901976,15390000.0,1793088176,1652671476.0,0.00619975088163205,2635063700,0.610646694357497,4315201776,0.610646694357497,292192,808267300.0,11116700.0,4078000.0,1105241600.0,112950100.0,293039.0,Southwest,808267300.0,5224700.0,153235476.0,95387679.0,619923997.0,15390000.0
3,Arkansas,2021,1020938332,1061397579,128461772.0,810551303,690458133.0,0.132123863848751,650333862,0.491219137121051,1323918009,0.491219137121051,105044,881111996.0,107093170.0,6252875.0,144567254.0,136967156.0,107870.0,Southeast,881111996.0,124505311.0,2321025.0,170126543.0,455907620.0,128461772.0
4,California,2021,17183783819,20510707141,2342630000.0,19286945157,17112363141.0,0.109950383471192,4955669880,0.20441977370991,24242615037,0.20441977370991,1608718,16616536819.0,2120607016.0,0.0,2538110580.0,0.0,1624861.0,Far West,16616536819.0,511730000.0,1542000.0,7779339000.0,5897486819.0,2342630000.0
5,Colorado,2021,1069929511,1176721131,215640219.0,1087689686,425103946.0,0.187759066421818,2053069813,0.653685776849098,3140759499,0.653685776849098,179676,581628482.0,204223600.0,88347.0,,,186593.0,Rocky Mountain,581628482.0,29938889.0,0.0,107593979.0,204404150.0,215640219.0
6,Connecticut,2021,1366405227,1366405227,33348502.0,1022882345,986287800.0,0.0270929136038613,931012166,0.476490496676563,1953894511,0.476490496676563,74538,1357516755.0,27712863.0,0.0,0.0,0.0,75191.0,New England,1357516755.0,0.0,6790.0,283326102.0,695771871.0,33348502.0
7,Delaware,2021,306652829,306652829,16279299.0,296272848,235342100.0,0.0529484902376204,700687518,0.708492838359171,988983205,0.708492838359171,36409,261409281.0,15687200.0,383430.0,0.0,7977161.0,36409.0,Mideast,261409281.0,0.0,0.0,85796400.0,149164500.0,16279299.0
8,Florida,2021,5653827098,5702030276,1093756186.0,4956434291,4050828838.0,0.177695631030408,1370479073,0.216611006687399,6326913364,0.216611006687399,595444,4294124536.0,880736719.0,0.0,393779637.0,0.0,601143.0,Southeast,4294124536.0,1307349624.0,27484204.0,1277942716.0,2714686217.0,1093756186.0
9,Georgia,2021,3678960573,3678960573,842625353.0,3208418812,2418466551.0,0.237000379487863,1623983258,0.336067318404763,4832315340,0.336067318404763,356921,2772013294.0,760396476.0,673200.0,660000252.0,86730.0,364694.0,Southeast,2772013294.0,829538236.0,47853258.0,439378341.0,1748772331.0,842625353.0
10,Hawaii,2021,809306639,809306639,7380184.0,701595673,686364954.0,0.00845603704286244,221448910,0.241639002483755,916445225,0.241639002483755,34151,799641469.0,5932719.0,1447465.0,77045804.0,6599358.0,34618.0,Far West,799641469.0,9396286.0,0.0,218704735.0,380143336.0,7380184.0
11,Idaho,2021,543546235,578632335,21303392.0,516431437,487758300.0,0.0347033366212367,411545178,0.455390997393767,903718300,0.455390997393767,53699,514124792.0,17921894.0,0.0,134367905.0,24258315.0,53749.0,Rocky Mountain,514124792.0,0.0,18670200.0,48174200.0,325749800.0,21303392.0
12,Illinois,2021,4830687319,5720997356,447842857.0,5288737546,4973038296.0,0.0493346623330437,2256851219,0.304051734097149,7422589533,0.304051734097149,305508,4774316701.0,260918081.0,0.0,863692287.0,122999232.0,310560.0,Great Lakes,4774316701.0,0.0,0.0,849659489.0,3125316761.0,447842857.0
13,Indiana,2021,1799559953,1799559953,356054440.0,1439784307,1159100512.0,0.18175208170261,2334674212,0.62844875040871,3714979480,0.62844875040871,237621,1875879599.0,261683795.0,0.0,545471748.0,59479039.0,243167.0,Great Lakes,1875879599.0,7852698.0,0.0,275441962.0,830930232.0,356054440.0
14,Iowa,2021,853241873,891204504,74951620.0,709443717,677407303.0,0.0347808619749888,1175133173,0.623552787490671,1884576890,0.623552787490671,118991,844446037.0,24675064.0,0.0,0.0,0.0,120583.0,Plains,844446037.0,0.0,0.0,208690889.0,429989141.0,74951620.0
15,Kansas,2021,949085014,1252968910,30200047.0,1017559746,897391977.0,0.0145179426152339,848121613,0.459353976427002,1846335629,0.459353976427002,123169,826182790.0,14772874.0,131589.0,130400177.0,19345730.0,126917.0,Plains,826182790.0,12507329.0,0.0,173190246.0,413888559.0,30200047.0
16,Kentucky,2021,1215884097,1243169097,277653600.0,974347179,735709100.0,0.194498125600875,1143939689,0.547470962122751,2089498381,0.547470962122751,137574,882327600.0,189508700.0,6700400.0,332462662.0,28788487.0,141141.0,Southeast,882327600.0,279562900.0,4110000.0,167746400.0,517155200.0,277653600.0
17,Louisiana,2021,1239581426,1239581426,351110124.0,932312264,508507553.0,0.347269086229676,839100061,0.473689862691906,1771412325,0.473689862691906,163735,1115309943.0,323763228.0,0.0,253915905.0,0.0,169236.0,Southeast,1115309943.0,0.0,24230000.0,106753728.0,331033112.0,351110124.0
18,Maine,2021,337838526,337838526,22422445.0,303856729,267958383.0,0.0625120597543193,247241488,0.448634164243721,551098217,0.448634164243721,32862,315013560.0,18994710.0,46090.0,96721697.0,,32862.0,New England,315013560.0,4752051.0,1169279.0,75008387.0,192949996.0,22422445.0
19,Maryland,2021,2228921613,2683596409,100658025.0,2290343624,2171527759.0,0.0355246885870781,1974094822,0.462920229004989,4264438446,0.462920229004989,213324,2179415892.0,81363744.0,260689.0,113702396.0,0.0,215395.0,Mideast,2179415892.0,9453600.0,0.0,370795918.0,1337800603.0,100658025.0
20,Massachusetts,2021,1834628351,1834628351,125443104.0,1730635750,1626883871.0,0.0503917869488135,1016592668,0.370043008196634,2747228418,0.370043008196634,145913,1815222975.0,87209828.0,937241.0,570071381.0,0.0,147140.0,New England,1815222975.0,0.0,0.0,406841299.0,1207463080.0,125443104.0
21,Michigan,2021,2099566600,2702644480,34068748.0,2521940827,2475771210.0,0.00879069673746949,4591372415,0.645461862678927,7113313242,0.645461862678927,343596,2075566600.0,22169617.0,0.0,913405687.0,,349763.0,Great Lakes,2075566600.0,0.0,0.0,438363600.0,1443141678.0,34068748.0
22,Minnesota,2021,2223179982,2223179982,200962705.0,1942408706,1296576536.0,0.065472893839058,1640557998,0.45787698673518,3582966704,0.45787698673518,171312,1709306000.0,127175119.0,0.0,107715994.0,0.0,175664.0,Plains,1709306000.0,0.0,820000.0,475397929.0,759732607.0,200962705.0
23,Mississippi,2021,1084650288,1148516156,45224182.0,858323996,658550976.0,0.0471923017284489,840738661,0.494824989258769,1699062657,0.494824989258769,121550,913861020.0,40506285.0,556800.0,331228132.0,0.0,123891.0,Southeast,913861020.0,800983.0,900000.0,230689883.0,350840709.0,45224182.0
24,Missouri,2021,1118337763,1290834090,133517676.0,1253263265,993056248.0,0.0874792185024269,992646446,0.441979675825,2245909711,0.441979675825,156493,840448809.0,109634491.0,,442418210.0,0.0,159466.0,Plains,840448809.0,134001332.0,11165000.0,143612164.0,670085971.0,133517676.0
25,Montana,2021,304438253,313665675,2671274.0,272616404,232778911.0,0.00979865466936465,247746023,0.476102827846946,520362427,0.476102827846946,33459,262138666.0,2671274.0,0.0,60371232.0,0.0,33459.0,Rocky Mountain,262138666.0,0.0,4243768.0,27850394.0,192115384.0,2671274.0
26,Nebraska,2021,824799829,1014776952,23524010.0,791135240,764777849.0,0.0235874463132245,500266729,0.392849094417667,1273432308,0.392849094417667,72564,786572718.0,18660860.0,0.0,173285620.0,17969661.0,74612.0,Plains,786572718.0,30530580.0,0.0,103558339.0,469884428.0,23524010.0
27,Nevada,2021,656023331,656628943,105506147.0,570182366,464676219.0,0.185039301969574,224423069,0.28243334253056,794605435,0.28243334253056,75873,697215976.0,105506147.0,0.0,0.0,0.0,77321.0,Far West,697215976.0,105506147.0,0.0,133178265.0,310224963.0,105506147.0
28,New Hampshire,2021,187726130,187726130,4149159.0,174088467,130235374.0,0.0212745798950599,377142525,0.684182367235259,551230992,0.684182367235259,32348,147576696.0,3703659.0,0.0,177646645.0,0.0,32348.0,New England,147576696.0,0.0,0.0,55360000.0,74430004.0,4149159.0
29,New Jersey,2021,2452913643,2653849643,474000900.0,2234402774,1865455000.0,0.154607711742843,2123659029,0.487294381079708,4358061803,0.487294381079708,252098,2422982900.0,345455900.0,0.0,938784356.0,0.0,258162.0,Mideast,2422982900.0,0.0,0.0,170956000.0,1480332000.0,474000900.0
30,New Mexico,2021,902502137,1088281268,26479545.0,936085552,913232172.0,0.0203624711002911,227923181,0.195808823884485,1164008733,0.195808823884485,65855,832088800.0,19061015.0,1840647.0,122837636.0,0.0,66274.0,Southwest,832073500.0,39000000.0,16972500.0,195095300.0,519761214.0,24529500.0
31,New York,2021,5797772312,6898569314,841494213.0,6368385148,5737547935.0,0.0990576415118541,2953154892,0.316809763121502,9321540040,0.316809763121502,494065,5797772312.0,630837213.0,0.0,677455960.0,0.0,500533.0,Mideast,5797772312.0,0.0,0.0,672760844.0,3898884871.0,841494213.0
32,North Carolina,2021,4458011042,4741100502,331940084.0,3855462919,3626969186.0,0.0368997189154395,1771604290,0.314836170281825,5627067209,0.314836170281825,392374,4347786545.0,142265498.0,0.0,159137047.0,0.0,395148.0,Southeast,4347786545.0,10000000.0,16335000.0,1001454966.0,2266502418.0,331940084.0
33,North Dakota,2021,383582044,383582044,20572909.0,289581852,268412310.0,0.0593985944947959,334910751,0.536292582796213,624492603,0.536292582796213,31900,379613257.0,17200755.0,0.0,68429065.0,0.0,33496.0,Plains,379613257.0,0.0,0.0,49182049.0,189308223.0,20572909.0
34,Ohio,2021,2690828737,2902729365,154767285.0,2514423518,2176189724.0,0.0409739450265514,3207302389,0.560548065589119,5721725907,0.560548065589119,374222,2377328737.0,103025851.0,387296.0,1061098916.0,0.0,380984.0,Great Lakes,2377328737.0,0.0,0.0,469088989.0,1474074849.0,154767285.0
35,Oklahoma,2021,825041308,875041308,102241680.0,662565627,574980011.0,0.132191608545368,922603485,0.582022118659602,1585169112,0.582022118659602,123954,741676799.0,87585616.0,24600.0,242550728.0,0.0,130379.0,Southwest,741676799.0,28737943.0,54626566.0,131153862.0,386027752.0,102241680.0
36,Oregon,2021,1032290491,1234124592,92332696.0,1106044891,1010208858.0,0.0776062831612501,1291692624,0.538713105967314,2397737515,0.538713105967314,129767,1015240586.0,85836033.0,0.0,165879407.0,0.0,130273.0,Far West,1015240586.0,7049905.0,0.0,324087959.0,458386893.0,92332696.0
37,Pennsylvania,2021,2023765606,2164806536,369381999.0,1912039949,1494144537.0,0.122710517697452,3402380241,0.640216640641658,5314420190,0.640216640641658,309837,1840497606.0,234627412.0,2095828.0,854699759.0,,311934.0,Mideast,1840497606.0,0.0,0.0,271692000.0,1074527000.0,369381999.0
38,Rhode Island,2021,223023229,223023229,12186904.0,223023229,182584047.0,0.0546441016688894,330198239,0.596864471282593,553221468,0.596864471282593,31426,192179047.0,12186904.0,0.0,129211665.0,0.0,31426.0,New England,192179047.0,0.0,2591904.0,52258866.0,130325181.0,12186904.0
39,South Carolina,2021,1404547263,1490637179,454902907.0,1211671408,696322714.0,0.28791941337944,1700097793,0.604197622676332,2813810795,0.604197622676332,164276,833744982.0,348863721.0,3667200.0,457465039.0,97958406.0,168024.0,Southeast,833744982.0,400317308.0,0.0,181207606.0,402561472.0,454902907.0
40,South Dakota,2021,271797232,271797232,11979409.0,223108991,206227355.0,0.0441658489684085,253524566,0.555524051884749,456370098,0.555524051884749,31957,256346879.0,9853798.0,660513.0,0.0,20263459.0,32517.0,Plains,256346879.0,4859110.0,4108740.0,32127867.0,153857570.0,11979409.0
41,Tennessee,2021,2213382348,2213382348,544174301.0,1748354653,1297486156.0,0.248049428218612,1075696633,0.387118924427919,2778723966,0.387118924427919,178618,1697400100.0,433678372.0,0.0,233003157.0,45327320.0,182756.0,Southeast,1697400100.0,429700000.0,64832273.0,401348947.0,820229710.0,544174301.0
42,Texas,2021,8514977949,10622048580,439885386.0,8681282689,8045839109.0,0.0403834607809993,5347406283,0.381176480116777,14028688972,0.381176480116777,1044747,7418378554.0,350580239.0,0.0,2979489031.0,0.0,1053059.0,Southwest,7418378554.0,60680573.0,1005338216.0,1395022529.0,4221981779.0,439885386.0
43,Utah,2021,1228321983,1228321983,38241560.0,1121457508,1081527395.0,0.028984321535257,776883446,0.409243368196333,1898340954,0.409243368196333,129310,1213207755.0,32504685.0,0.0,226246856.0,0.0,130872.0,Rocky Mountain,1213207755.0,7688800.0,0.0,235383168.0,834805408.0,38241560.0
44,Vermont,2021,191956351,191956351,19300438.0,162194306,85407804.0,0.0559395099850176,339679370,0.697125567894773,487257082,0.697125567894773,19509,123212787.0,9073070.0,4839404.0,187157730.0,14616594.0,19992.0,New England,123212787.0,0.0,1030132.0,11883366.0,72531222.0,19300438.0
45,Virginia,2021,2493796376,2515059971,353058663.0,2177659722,1874439362.0,0.129138798481207,2675886749,0.55437393351543,4826862497,0.55437393351543,298864,2471796376.0,281220360.0,170000.0,610362762.0,26683974.0,301729.0,Southeast,2471796376.0,0.0,0.0,444699848.0,1276500938.0,353058663.0
46,Washington,2021,2537098263,2537098263,505439000.0,2367419901,1867790638.0,0.184952403168972,1255405542,0.346526643845258,3622825443,0.346526643845258,214902,2475329000.0,437860000.0,,0.0,0.0,218152.0,Far West,2475329000.0,0.0,0.0,932912000.0,900658638.0,505439000.0
47,West Virginia,2021,528096960,528096960,89951564.0,377567678,295156125.0,0.218269618407326,453437235,0.574901386358728,788721763,0.574901386358728,62038,490101335.0,82411553.0,108300.0,151067664.0,42283150.0,63838.0,Southeast,490101335.0,37995625.0,0.0,64439066.0,218498447.0,89951564.0
48,Wisconsin,2021,1717343300,1987981251,144668659.0,1754425336,1567577157.0,0.0648786110553524,1396761147,0.443249282305328,3151186483,0.443249282305328,198362,1644319800.0,113824679.0,40000.0,167121968.0,,199492.0,Great Lakes,1644319800.0,0.0,0.0,509235980.0,677448606.0,144668659.0
49,Wyoming,2021,505037144,549081378,34107081.0,504922707,349241467.0,0.0675491130170147,62879908,0.110858543980625,567208496,0.110858543980625,20947,363777498.0,34107081.0,0.0,60368492.0,594119.0,21002.0,Rocky Mountain,363777498.0,0.0,19685487.0,115332842.0,186625153.0,34107081.0
50,U.S.,2021,101044914732,113196772870,12237302941.0,98871607061,85558503466.0,0.0987709154456747,71264363544,0.421245563128404,169175345171,0.421245563128404,10600381,91996638121.0,9765639141.0,38494614.0,19675505631.0,960625434.0,10762172.0,U.S.,91996622821.0,4428679930.0,1483271818.0,21415012177.0,44407736455.0,11795467510.0
51,Alabama,2020,1879204438,1880704438,103479437.0,1464492060,1282961796.0,0.0640185375945295,2472984373,0.654698643448611,3777286539,0.654698643448611,200991,1774209148.0,93754640.0,0.0,0.0,160189894.0,212194.0,Southeast,1774209148.0,0.0,0.0,398173875.0,861889719.0,103479437.0
52,Alaska,2020,328757268,329637268,17254394.0,294945498,280313794.0,0.0438443851073801,90474780,0.234743175604269,385420278,0.234743175604269,15051,327204898.0,12931704.0,3141000.0,20833657.0,0.0,15051.0,Far West,327204898.0,0.0,0.0,0.0,279433794.0,17254394.0
53,Arizona,2020,1040140158,1981821658,15390000.0,1766118058,1718001358.0,0.00629442632651005,2607048600,0.61119252589252,4265511258,0.61119252589252,314892,871703800.0,11116700.0,4078000.0,1006761700.0,107655400.0,315735.0,Southwest,871703800.0,5142400.0,126293958.0,120650873.0,653265985.0,15390000.0
54,Arkansas,2020,1020891230,1058995561,125162724.0,808767361,704812268.0,0.128535222874801,676322144,0.532034772352088,1271199138,0.532034772352088,110945,909194780.0,103955093.0,6111883.0,156543035.0,213890367.0,113667.0,Southeast,909194780.0,108191888.0,3504562.0,177484425.0,455817571.0,125162724.0
55,California,2020,16186029826,19412386184,1579480000.0,18286096606,16826379184.0,0.0798266274892718,5657367559,0.236280244162405,23943464165,0.236280244162405,1611971,15779301826.0,1459717422.0,0.0,2517229580.0,0.0,1627449.0,Far West,15779301826.0,402441000.0,4287000.0,6504197000.0,6970076826.0,1579480000.0
56,Colorado,2020,1111926347,1206303986,220003709.0,1032900415,823502575.0,0.202728004519197,2119482669,0.672342990215081,3152383084,0.672342990215081,188864,1082365864.0,209397840.0,114149.0,,,195275.0,Rocky Mountain,1082365864.0,29560483.0,0.0,236484664.0,486738151.0,220003709.0
57,Connecticut,2020,1267004898,1267004898,34305444.0,956250860,927735399.0,0.029820063116074,1140292765,0.543891742295608,2096543625,0.543891742295608,81422,1266969047.0,28515461.0,0.0,0.0,0.0,82032.0,New England,1266969047.0,0.0,35851.0,264554557.0,656393082.0,34305444.0
58,Delaware,2020,274382482,274382482,16191165.0,264173185,230899700.0,0.0593368323889497,753348786,0.746186683990468,1009598271,0.746186683990468,35571,256784197.0,15675200.0,333165.0,0.0,7923700.0,35571.0,Mideast,256784197.0,0.0,0.0,83979700.0,146538800.0,16191165.0
59,Florida,2020,5487632097,5533160147,1056661927.0,4818776868,3971883358.0,0.175748646015124,1441489044,0.230260034360023,6260265912,0.230260034360023,609456,4244493620.0,846893510.0,0.0,407723405.0,0.0,614676.0,Southeast,4244493620.0,1214687084.0,28451393.0,1256679103.0,2659819862.0,1056661927.0
60,Georgia,2020,3847028885,3847028885,805639277.0,3353328160,2630218395.0,0.215639427606751,1683910984,0.334346314718044,5036427530,0.334346314718044,360193,3017292900.0,723109765.0,652800.0,638633076.0,811614.0,367443.0,Southeast,3017292900.0,789453291.0,40282694.0,468001551.0,1891172540.0,805639277.0
61,Hawaii,2020,775136070,775136070,6958269.0,669269799,656099400.0,0.00826124233942909,222648063,0.251611022663891,884889941,0.251611022663891,34736,769361499.0,5529000.0,1429269.0,80189029.0,7027921.0,35202.0,Far West,769361499.0,9396394.0,0.0,213707036.0,361671017.0,6958269.0
62,Idaho,2020,528187156,560473956,22021956.0,499654187,480356400.0,0.0386222861772997,398865569,0.455931726454047,874836178,0.455931726454047,55155,510950756.0,19297787.0,0.0,132647731.0,23683578.0,55205.0,Rocky Mountain,510950756.0,0.0,17236400.0,47806800.0,323267000.0,22021956.0
63,Illinois,2020,4564727839,5439431039,450346405.0,4995348558,4734679544.0,0.0521823474325012,2285535481,0.317739640493303,7193107783,0.317739640493303,302722,4564727839.0,260669014.0,0.0,831786915.0,87776256.0,307813.0,Great Lakes,4564727839.0,0.0,0.0,807210765.0,2977134155.0,450346405.0
64,Indiana,2020,1849926952,1849926952,355545547.0,1483456131,1223366615.0,0.175326732327887,2336566519,0.620348065630083,3766541154,0.620348065630083,245224,1842074254.0,260089516.0,0.0,535728812.0,53481496.0,250789.0,Great Lakes,1842074254.0,7852698.0,0.0,292543944.0,891053036.0,355545547.0
65,Iowa,2020,851804674,886963144,74619620.0,705741451,681076989.0,0.0349482972341382,1208997051,0.631416274199933,1914738502,0.631416274199933,125433,852109058.0,24664462.0,0.0,0.0,0.0,127033.0,Plains,852109058.0,0.0,0.0,208690889.0,436451975.0,74619620.0
66,Kansas,2020,853854267,1140742414,30180047.0,903674582,888778586.0,0.0164838054502235,884197002,0.494552858221388,1787871584,0.494552858221388,129622,841359831.0,14895996.0,107089.0,130400177.0,0.0,133342.0,Plains,841359831.0,12494436.0,0.0,172961897.0,422513444.0,30180047.0
67,Kentucky,2020,1178522400,1206437400,277583800.0,950598300,758626700.0,0.201948183580804,1178430557,0.562542557169511,2094829168,0.562542557169511,140429,896556400.0,191971600.0,6667300.0,347250755.0,34199689.0,143934.0,Southeast,896556400.0,277856000.0,4110000.0,171781300.0,537251900.0,277583800.0
68,Louisiana,2020,1229447424,1229447424,335561648.0,923861850,599881274.0,0.333680780302813,803957498,0.465301826218466,1727819348,0.465301826218466,165145,1191511791.0,308274943.0,0.0,253452220.0,0.0,170545.0,Southeast,1191511791.0,0.0,22230000.0,130342480.0,400113678.0,335561648.0
69,Maine,2020,319925863,319925863,21390114.0,286113731,267950552.0,0.0634823744268324,250728219,0.467042895958485,536841950,0.467042895958485,34005,314036864.0,18163179.0,43390.0,98377381.0,,34005.0,New England,314036864.0,4719720.0,1169279.0,73182533.0,194768019.0,21390114.0
70,Maryland,2020,2229145852,2678570140,107865704.0,2305474827,2178356926.0,0.0379282601466461,2010183622,0.465788394924021,4315658449,0.465788394924021,221418,2180726954.0,87442649.0,305330.0,114826981.0,0.0,223472.0,Mideast,2180726954.0,8743646.0,0.0,369640801.0,1335229275.0,107865704.0
71,Massachusetts,2020,1740971323,1740971323,109098138.0,1641666364,1568977185.0,0.0442776806505856,1104231854,0.402138668782952,2745898218,0.402138668782952,156878,1740971323.0,72689179.0,494479.0,561454941.0,0.0,158079.0,New England,1740971323.0,0.0,0.0,406272597.0,1132294085.0,109098138.0
72,Michigan,2020,1972087600,2549963050,10160428.0,2389668264,2185122321.0,0.00190233224773663,4763630851,0.665934804964464,7153299115,0.665934804964464,357275,1772087600.0,4545943.0,0.0,861149752.0,,363473.0,Great Lakes,1772087600.0,0.0,0.0,378445600.0,1227704899.0,10160428.0
73,Minnesota,2020,1794697184,1794697184,207937000.0,1511752958,1285877874.0,0.0876557901201739,1689341225,0.527738681970545,3201094183,0.527738681970545,180442,1700836000.0,132513900.0,0.0,112138061.0,0.0,184788.0,Plains,1700836000.0,0.0,1320000.0,469790167.0,754391707.0,207937000.0
74,Mississippi,2020,962856242,1020961336,45513697.0,732646529,691979188.0,0.0555074505785313,846590104,0.536075523015049,1579236633,0.536075523015049,127142,960721530.0,40667341.0,585600.0,331654036.0,0.0,129382.0,Southeast,960721530.0,1234712.0,900000.0,245348586.0,374912186.0,45513697.0
75,Missouri,2020,1062255277,1233183467,128211044.0,1194499910,1091284783.0,0.0864086519688394,1033148951,0.463784472089652,2227648861,0.463784472089652,163408,939599400.0,103215127.0,0.0,441440616.0,0.0,166331.0,Plains,939599400.0,137809700.0,17165000.0,154029196.0,755110118.0,128211044.0
76,Montana,2020,259606602,268485653,2382879.0,229482698,226973601.0,0.0103836978594351,254632205,0.525974729185315,484114903,0.525974729185315,35252,256612673.0,2382879.0,0.0,55576016.0,0.0,35252.0,Rocky Mountain,256612673.0,0.0,2867711.0,28013505.0,187313533.0,2382879.0
77,Nebraska,2020,784804484,968091842,21521294.0,753282909,736021937.0,0.022914328459827,499674971,0.404615829962379,1234936782,0.404615829962379,73833,755226620.0,17260972.0,0.0,168553330.0,18021098.0,75707.0,Plains,755226620.0,29577864.0,0.0,100547391.0,450854889.0,21521294.0
78,Nevada,2020,802465835,803107562,105506147.0,704021666,568543139.0,0.14986207398907,214771056,0.233753545122226,918792722,0.233753545122226,78164,692444269.0,105506147.0,0.0,0.0,0.0,79504.0,Far West,692444269.0,105506147.0,0.0,165930224.0,377481439.0,105506147.0
79,New Hampshire,2020,152383829,152383829,3940825.0,139194687,130433781.0,0.02522599874807,400678237,0.74217138735411,539872924,0.74217138735411,34695,147134248.0,3511325.0,0.0,169673923.0,0.0,34695.0,New England,147134248.0,0.0,0.0,57255000.0,72740358.0,3940825.0
80,New Jersey,2020,2772844172,2974109172,526230461.0,2535489874,1870349000.0,0.152182213368997,2129713617,0.456510336817803,4665203491,0.456510336817803,261616,2478777461.0,385856461.0,0.0,776999038.0,0.0,267695.0,Mideast,2478777461.0,0.0,0.0,183263000.0,1484167000.0,526230461.0
81,New Mexico,2020,932306700,1099801537,24271607.0,948445572,931444172.0,0.0179255410135438,266462275,0.219327149510131,1214907847,0.219327149510131,70090,873962600.0,17001400.0,1977317.0,118178203.0,0.0,70515.0,Southwest,873962600.0,38131100.0,20213000.0,206279400.0,553802435.0,24271607.0
82,New York,2020,6139710400,7139005558,981213761.0,6570357476,5830325715.0,0.112631887032504,3228620321,0.329485420610756,9798977797,0.329485420610756,524708,6139710400.0,740031761.0,0.0,667933167.0,0.0,530931.0,Mideast,6139710400.0,0.0,0.0,738022193.0,4023200928.0,981213761.0
83,North Carolina,2020,4357604908,4637548030,322923401.0,3772420700,3629788133.0,0.0377119916662529,1807267513,0.323901165084688,5579688213,0.323901165084688,403093,4332496844.0,142265498.0,0.0,161527137.0,0.0,405849.0,Southeast,4332496844.0,10744733.0,16335000.0,1034951822.0,2250769915.0,322923401.0
84,North Dakota,2020,379613257,379613257,20411819.0,285870235,268573400.0,0.0605058970200238,303973086,0.515345474260274,589843321,0.515345474260274,32660,379613257.0,17296835.0,0.0,64950360.0,0.0,34268.0,Plains,379613257.0,0.0,0.0,49182049.0,189308222.0,20411819.0
85,Ohio,2020,2288749931,2491311035,159094803.0,2187142919,2082069419.0,0.0480414421422636,3314484296,0.602455267591227,5501627215,0.602455267591227,385027,2288749931.0,105073500.0,459853.0,1087799196.0,0.0,391690.0,Great Lakes,2288749931.0,0.0,0.0,449261978.0,1408355698.0,159094803.0
86,Oklahoma,2020,862617258,912948508,112387629.0,706201800,596881979.0,0.144887510906939,951467871,0.573979175492799,1657669671,0.573979175492799,126370,777094393.0,102319821.0,26014.0,245203507.0,0.0,132724.0,Southwest,777094393.0,24975665.0,53547200.0,136542797.0,401889109.0,112387629.0
87,Oregon,2020,973759567,1166125862,96762149.0,1039112036,948518831.0,0.0871832890596987,1320761227,0.559674643425968,2359873263,0.559674643425968,137801,966709662.0,90593205.0,0.0,145394464.0,0.0,138796.0,Far West,966709662.0,7049905.0,0.0,320693498.0,415511870.0,96762149.0
88,Pennsylvania,2020,2008085234,2140227453,369382000.0,1861498621,1486361453.0,0.125872222711681,3627761069,0.660883484089637,5489259690,0.660883484089637,331077,1845268234.0,234310969.0,2108590.0,910341042.0,,333129.0,Mideast,1845268234.0,0.0,0.0,271692000.0,1074527000.0,369382000.0
89,Rhode Island,2020,192439425,192439425,17083459.0,187549018,175355966.0,0.0650126144622096,307011258,0.620776218589784,494560276,0.620776218589784,32088,192439425.0,12193052.0,0.0,125745371.0,0.0,32088.0,New England,192439425.0,0.0,0.0,46580079.0,128775887.0,17083459.0
90,South Carolina,2020,1257229306,1338661895,462765039.0,1063120559,698667484.0,0.34281443615653,1709798721,0.636940418418231,2684393503,0.636940418418231,168719,837468166.0,364453075.0,4075658.0,460459071.0,88525777.0,172652.0,Southeast,837468166.0,419761140.0,0.0,183949573.0,406251738.0,462765039.0
91,South Dakota,2020,273693662,273693662,11820175.0,225470436,206565765.0,0.0430326750244099,259472537,0.551431014309445,470543967,0.551431014309445,31962,258212639.0,9702596.0,587868.0,0.0,14399006.0,32451.0,Plains,258212639.0,4725583.0,2758575.0,30619551.0,154148449.0,11820175.0
92,Tennessee,2020,2197133100,2197133100,541324300.0,1747138019,1312251959.0,0.248913397379397,1109264126,0.39452584988922,2811638645,0.39452584988922,184992,1684937600.0,434886060.0,0.0,238189670.0,44763500.0,189213.0,Southeast,1684937600.0,430850000.0,85345500.0,392190644.0,811594615.0,541324300.0
93,Texas,2020,7921729510,9894878116,383481638.0,7954621670,7660445179.0,0.0369818331033209,5391008308,0.4039530780403,13345629978,0.4039530780403,1071308,7311026007.0,294176491.0,0.0,2584945131.0,0.0,1080151.0,Southwest,7311026007.0,59444554.0,630380000.0,1263024316.0,3684697585.0,383481638.0
