,state,fy,total_state_support,total_state_and_local_support,total_financial_aid,education_appropriations,general_public_operations,state_public_financial_aid_as_a_percent_of_education_appropriations,net_tuition_and_fee_revenue,student_share,total_education_revenue,student_share,net_fte_enrollment,state_tax_appropriations,state_public_financial_aid,out-of-state_financial_aid,institutional_discounts_and_waivers,tuition_and_fees_used_for_debt_service,gross_fte_enrollment,region,tax_appropriations,non-tax_support,other_state_support,"two-year_
public_operating","four-year_
public_operating","state_
financial_aid"
1317,Texas,1996,3709700000,4001100000,,2830500000,,,1174000000,0.293170183543514,4004500000,0.293170183543514,619578,,,,,,,Southwest,,,,,,
1318,Utah,1996,424900000,424900000,,383100000,,,148400000,0.279209783631232,531500000,0.279209783631232,81638,,,,,,,Rocky Mountain,,,,,,
1319,Vermont,1996,53600000,53600000,,45600000,,,114600000,0.715355805243446,160200000,0.715355805243446,14933,,,,,,,New England,,,,,,
1320,Virginia,1996,938100000,946800000,,836000000,,,664800000,0.442963752665245,1500800000,0.442963752665245,216024,,,,,,,Southeast,,,,,,
1321,Washington,1996,984000000,984000000,,882500000,,,314300000,0.262616978609626,1196800000,0.262616978609626,192375,,,,,,,Far West,,,,,,
1322,West Virginia,1996,291500000,291500000,,190200000,,,147800000,0.437278106508876,338000000,0.437278106508876,60806,,,,,,,Southeast,,,,,,
1323,Wisconsin,1996,963500000,1152400000,,1034200000,,,425100000,0.291304049886932,1459300000,0.291304049886932,180920,,,,,,,Great Lakes,,,,,,
1324,Wyoming,1996,144300000,158300000,,147100000,,,39700000,0.212526766595289,186800000,0.212526766595289,23685,,,,,,,Rocky Mountain,,,,,,
1325,U.S.,1996,43681916000,47797446772,,39771733950,,,18428096871,0.316634887267587,58199830821,0.316634887267587,8079199,,,,,,,U.S.,,,,,,
1326,Alabama,1995,1013800000,1016300000,,728600000,,,398400000,0.353504880212955,1127000000,0.353504880212955,179335,,,,,,,Southeast,,,,,,
1327,Alaska,1995,172600000,173300000,,159737600,,,35100000,0.18015003264257,194837600,0.18015003264257,17934,,,,,,,Far West,,,,,,
1328,Arizona,1995,626200000,829400000,,721900000,,,323000000,0.309120489999043,1044900000,0.309120489999043,160757,,,,,,,Southwest,,,,,,
1329,Arkansas,1995,424493666,424493666,,307293666,,,153400000,0.332976142980008,460693666,0.332976142980008,74054,,,,,,,Southeast,,,,,,
1330,California,1995,4828900000,6164800000,,5466000000,,,1353000000,0.198416190057193,6819000000,0.198416190057193,1073048,,,,,,,Far West,,,,,,
1331,Colorado,1995,507000000,528600000,,444000000,,,406400000,0.477892756349953,850400000,0.477892756349953,135279,,,,,,,Rocky Mountain,,,,,,
1332,Connecticut,1995,486200000,486200000,,402100000,,,190600000,0.321579213767505,592700000,0.321579213767505,59311,,,,,,,New England,,,,,,
1333,Delaware,1995,124000000,124000000,,118800000,,,155400000,0.566739606126915,274200000,0.566739606126915,26542,,,,,,,Mideast,,,,,,
1334,Florida,1995,1832700000,1832700000,,1570000000,,,476300000,0.232761569662317,2046300000,0.232761569662317,403791,,,,,,,Southeast,,,,,,
1335,Georgia,1995,1319300000,1330900000,,1097100000,,,346600000,0.240077578444275,1443700000,0.240077578444275,208154,,,,,,,Southeast,,,,,,
1336,Hawaii,1995,358400000,358400000,,282200000,,,31500000,0.100414408670704,313700000,0.100414408670704,33378,,,,,,,Far West,,,,,,
1337,Idaho,1995,235800000,246182550,,207057450,,,37421600,0.15306669426276,244479050,0.15306669426276,36333,,,,,,,Rocky Mountain,,,,,,
1338,Illinois,1995,1747100000,2151600000,,1763400000,,,452100000,0.204062288422478,2215500000,0.204062288422478,358892,,,,,,,Great Lakes,,,,,,
1339,Indiana,1995,894500000,894500000,,764400000,,,527100000,0.408130081300813,1291500000,0.408130081300813,173069,,,,,,,Great Lakes,,,,,,
1340,Iowa,1995,611200000,636000000,,533600000,,,270800000,0.336648433615117,804400000,0.336648433615117,93641,,,,,,,Plains,,,,,,
1341,Kansas,1995,503600000,622000000,,485900000,,,203900000,0.295592925485648,689800000,0.295592925485648,106334,,,,,,,Plains,,,,,,
1342,Kentucky,1995,648300000,648300000,,448400000,,,208600000,0.317503805175038,657000000,0.317503805175038,117386,,,,,,,Southeast,,,,,,
1343,Louisiana,1995,589600000,589600000,,420700000,,,314700000,0.427930378025564,735400000,0.427930378025564,135884,,,,,,,Southeast,,,,,,
1344,Maine,1995,169000000,169000000,,158600000,,,93600000,0.371134020618557,252200000,0.371134020618557,27433,,,,,,,New England,,,,,,
1345,Maryland,1995,753900000,887400000,,693000000,,,411800000,0.372737146994931,1104800000,0.372737146994931,151813,,,,,,,Mideast,,,,,,
1346,Massachusetts,1995,698400000,698400000,,668700000,,,312300000,0.318348623853211,981000000,0.318348623853211,118622,,,,,,,New England,,,,,,
1347,Michigan,1995,1554900000,1772400000,,1582700000,,,1242300000,0.439752212389381,2825000000,0.439752212389381,317572,,,,,,,Great Lakes,,,,,,
1348,Minnesota,1995,983800000,983800000,,835800000,,,359800000,0.300936768149883,1195600000,0.300936768149883,167537,,,,,,,Plains,,,,,,
1349,Mississippi,1995,562600000,588100000,,424700000,,,202800000,0.323187250996016,627500000,0.323187250996016,100786,,,,,,,Southeast,,,,,,
1350,Missouri,1995,648400000,717600000,,640200000,,,395400000,0.38180764774044,1035600000,0.38180764774044,146776,,,,,,,Plains,,,,,,
1351,Montana,1995,123300000,125800000,,114700000,,,65400000,0.363131593559134,180100000,0.363131593559134,32088,,,,,,,Rocky Mountain,,,,,,
1352,Nebraska,1995,368000000,417200000,,298400000,,,111300000,0.271662191847693,409700000,0.271662191847693,67240,,,,,,,Plains,,,,,,
1353,Nevada,1995,194900000,194900000,,172700000,,,42100000,0.195996275605214,214800000,0.195996275605214,34903,,,,,,,Far West,,,,,,
1354,New Hampshire,1995,85000000,85000000,,80700000,,,139000000,0.632680928538917,219700000,0.632680928538917,28432,,,,,,,New England,,,,,,
1355,New Jersey,1995,1259452000,1419330482,,1162933035,,,498200000,0.299915774054785,1661133035,0.299915774054785,167778,,,,,,,Mideast,,,,,,
1356,New Mexico,1995,437400000,474900000,,414500000,,,48003747,0.103791044529635,462503747,0.103791044529635,68571,,,,,,,Southwest,,,,,,
1357,New York,1995,2636700000,2968400000,,2507800000,,,872600000,0.258135131937049,3380400000,0.258135131937049,443289,,,,,,,Mideast,,,,,,
1358,North Carolina,1995,1657700000,1733400000,,1385400000,,,346300000,0.199976901310851,1731700000,0.199976901310851,239043,,,,,,,Southeast,,,,,,
1359,North Dakota,1995,148500000,148500000,,115700000,,,65000000,0.359712230215827,180700000,0.359712230215827,30007,,,,,,,Plains,,,,,,
1360,Ohio,1995,1499900000,1570100000,,1330600000,,,1049600000,0.440971346945635,2380200000,0.440971346945635,330256,,,,,,,Great Lakes,,,,,,
1361,Oklahoma,1995,644700000,662500000,,488300000,,,193400000,0.283702508434795,681700000,0.283702508434795,114477,,,,,,,Southwest,,,,,,
1362,Oregon,1995,469300000,552900000,,446900000,,,238200000,0.347686469128594,685100000,0.347686469128594,95522,,,,,,,Far West,,,,,,
1363,Pennsylvania,1995,1358600000,1436200000,,1363200000,,,1195500000,0.467229452456325,2558700000,0.467229452456325,277229,,,,,,,Mideast,,,,,,
1364,Rhode Island,1995,115500000,115500000,,115500000,,,107400000,0.481830417227456,222900000,0.481830417227456,25843,,,,,,,New England,,,,,,
1365,South Carolina,1995,635500000,659700000,,484500000,,,337700000,0.410727316954512,822200000,0.410727316954512,126479,,,,,,,Southeast,,,,,,
1366,South Dakota,1995,98800000,98800000,,78900000,,,53900000,0.405873493975904,132800000,0.405873493975904,22765,,,,,,,Plains,,,,,,
1367,Tennessee,1995,881500000,881500000,,716900000,,,287300000,0.286098386775543,1004200000,0.286098386775543,152437,,,,,,,Southeast,,,,,,
1368,Texas,1995,3556200000,3822700000,,2704100000,,,1013500000,0.27262212179901,3717600000,0.27262212179901,622408,,,,,,,Southwest,,,,,,
1369,Utah,1995,400400000,400400000,,360800000,,,135800000,0.273459524768425,496600000,0.273459524768425,79778,,,,,,,Rocky Mountain,,,,,,
1370,Vermont,1995,52400000,52400000,,44500000,,,109800000,0.711600777705768,154300000,0.711600777705768,14979,,,,,,,New England,,,,,,
1371,Virginia,1995,925800000,937300000,,799000000,,,626800000,0.439612848926918,1425800000,0.439612848926918,216673,,,,,,,Southeast,,,,,,
1372,Washington,1995,923800000,923800000,,826700000,,,305100000,0.269570595511574,1131800000,0.269570595511574,187135,,,,,,,Far West,,,,,,
1373,West Virginia,1995,277800000,277800000,,188000000,,,149500000,0.442962962962963,337500000,0.442962962962963,61519,,,,,,,Southeast,,,,,,
1374,Wisconsin,1995,970900000,1152300000,,1032100000,,,408300000,0.283462926964732,1440400000,0.283462926964732,181486,,,,,,,Great Lakes,,,,,,
1375,Wyoming,1995,139400000,152500000,,141800000,,,34400000,0.195232690124858,176200000,0.195232690124858,21521,,,,,,,Rocky Mountain,,,,,,
1376,U.S.,1995,42156145666,46137806698,,38299521751,,,17336425347,0.311604749290288,55635947098,0.311604749290288,8065519,,,,,,,U.S.,,,,,,
1377,Alabama,1994,881000000,884300000,,652700000,,,385700000,0.371436825885978,1038400000,0.371436825885978,182374,,,,,,,Southeast,,,,,,
1378,Alaska,1994,175100000,175700000,,161637600,,,32800000,0.168691652231873,194437600,0.168691652231873,17962,,,,,,,Far West,,,,,,
1379,Arizona,1994,581200000,777000000,,672400000,,,306600000,0.31317671092952,979000000,0.31317671092952,158876,,,,,,,Southwest,,,,,,
1380,Arkansas,1994,412500000,412500000,,293600000,,,148300000,0.335596288753112,441900000,0.335596288753112,75473,,,,,,,Southeast,,,,,,
1381,California,1994,4300200000,5582600000,,5065400000,,,1288300000,0.202763743960212,6353700000,0.202763743960212,1069633,,,,,,,Far West,,,,,,
1382,Colorado,1994,499200000,518600000,,426400000,,,384200000,0.473969898840365,810600000,0.473969898840365,135947,,,,,,,Rocky Mountain,,,,,,
1383,Connecticut,1994,482300000,482300000,,403100000,,,189500000,0.31977725278434,592600000,0.31977725278434,60914,,,,,,,New England,,,,,,
1384,Delaware,1994,120000000,120000000,,111200000,,,139900000,0.557148546395858,251100000,0.557148546395858,26515,,,,,,,Mideast,,,,,,
1385,Florida,1994,1690300000,1690300000,,1439200000,,,508600000,0.261115104220146,1947800000,0.261115104220146,396520,,,,,,,Southeast,,,,,,
1386,Georgia,1994,1178800000,1189100000,,969300000,,,330000000,0.253982913876703,1299300000,0.253982913876703,202591,,,,,,,Southeast,,,,,,
1387,Hawaii,1994,347200000,347200000,,273100000,,,32500000,0.106348167539267,305600000,0.106348167539267,32969,,,,,,,Far West,,,,,,
1388,Idaho,1994,210000000,220800000,,196100000,,,42800000,0.179154457932189,238900000,0.179154457932189,35574,,,,,,,Rocky Mountain,,,,,,
1389,Illinois,1994,1663000000,2044100000,,1678400000,,,448800000,0.210981572019556,2127200000,0.210981572019556,368286,,,,,,,Great Lakes,,,,,,
1390,Indiana,1994,890300000,890300000,,754700000,,,497600000,0.397348878064362,1252300000,0.397348878064362,178048,,,,,,,Great Lakes,,,,,,
1391,Iowa,1994,594300000,618000000,,519200000,,,261100000,0.334614891708317,780300000,0.334614891708317,94188,,,,,,,Plains,,,,,,
1392,Kansas,1994,479300000,588900000,,460300000,,,192300000,0.294667483910512,652600000,0.294667483910512,107521,,,,,,,Plains,,,,,,
1393,Kentucky,1994,621500000,621500000,,425700000,,,199800000,0.319424460431655,625500000,0.319424460431655,119818,,,,,,,Southeast,,,,,,
1394,Louisiana,1994,567600000,567600000,,444700000,,,315600000,0.415099302906747,760300000,0.415099302906747,134990,,,,,,,Southeast,,,,,,
1395,Maine,1994,167000000,167000000,,157300000,,,88000000,0.358744394618834,245300000,0.358744394618834,28212,,,,,,,New England,,,,,,
1396,Maryland,1994,714700000,836400000,,653300000,,,399800000,0.379641059728421,1053100000,0.379641059728421,152255,,,,,,,Mideast,,,,,,
1397,Massachusetts,1994,660800000,660800000,,630900000,,,314500000,0.332663422889782,945400000,0.332663422889782,120049,,,,,,,New England,,,,,,
1398,Michigan,1994,1504600000,1715000000,,1531400000,,,1190800000,0.437440305635148,2722200000,0.437440305635148,327690,,,,,,,Great Lakes,,,,,,
1399,Minnesota,1994,940100000,940100000,,792200000,,,347600000,0.304965783470784,1139800000,0.304965783470784,170649,,,,,,,Plains,,,,,,
1400,Mississippi,1994,411200000,436200000,,319100000,,,202200000,0.38787646268943,521300000,0.38787646268943,101068,,,,,,,Southeast,,,,,,
1401,Missouri,1994,602300000,664300000,,587700000,,,379100000,0.392118328506413,966800000,0.392118328506413,149800,,,,,,,Plains,,,,,,
1402,Montana,1994,117500000,120000000,,106200000,,,56800000,0.348466257668712,163000000,0.348466257668712,29700,,,,,,,Rocky Mountain,,,,,,
1403,Nebraska,1994,357900000,404700000,,287300000,,,105200000,0.268025477707006,392500000,0.268025477707006,68401,,,,,,,Plains,,,,,,
1404,Nevada,1994,194200000,194200000,,171100000,,,38900000,0.185238095238095,210000000,0.185238095238095,34672,,,,,,,Far West,,,,,,
1405,New Hampshire,1994,80000000,80000000,,76000000,,,130600000,0.632139399806389,206600000,0.632139399806389,28719,,,,,,,New England,,,,,,
1406,New Jersey,1994,1270965000,1426753332,,1178815538,,,440400000,0.271983556027363,1619215538,0.271983556027363,167375,,,,,,,Mideast,,,,,,
1407,New Mexico,1994,396000000,430500000,,376000000,,,43234593,0.103127446355554,419234593,0.103127446355554,71081,,,,,,,Southwest,,,,,,
1408,New York,1994,2514900000,2829200000,,2399300000,,,885500000,0.269575012177302,3284800000,0.269575012177302,442730,,,,,,,Mideast,,,,,,
1409,North Carolina,1994,1555500000,1626600000,,1300600000,,,319300000,0.197110932773628,1619900000,0.197110932773628,239428,,,,,,,Southeast,,,,,,
1410,North Dakota,1994,151400000,151400000,,118800000,,,62100000,0.343283582089552,180900000,0.343283582089552,30562,,,,,,,Plains,,,,,,
1411,Ohio,1994,1405000000,1475300000,,1251400000,,,1008400000,0.446234180015931,2259800000,0.446234180015931,337189,,,,,,,Great Lakes,,,,,,
1412,Oklahoma,1994,656100000,671700000,,493800000,,,153300000,0.236903106165971,647100000,0.236903106165971,115463,,,,,,,Southwest,,,,,,
1413,Oregon,1994,439400000,536600000,,432900000,,,221300000,0.338275756649343,654200000,0.338275756649343,97471,,,,,,,Far West,,,,,,
1414,Pennsylvania,1994,1316200000,1387700000,,1314700000,,,1171000000,0.471094661463572,2485700000,0.471094661463572,291148,,,,,,,Mideast,,,,,,
1415,Rhode Island,1994,109000000,109000000,,109000000,,,101700000,0.482676791646891,210700000,0.482676791646891,26735,,,,,,,New England,,,,,,
1416,South Carolina,1994,609100000,631800000,,462600000,,,302800000,0.395610138489679,765400000,0.395610138489679,126891,,,,,,,Southeast,,,,,,
1417,South Dakota,1994,99300000,99300000,,77800000,,,52600000,0.403374233128834,130400000,0.403374233128834,22917,,,,,,,Plains,,,,,,
1418,Tennessee,1994,812900000,812900000,,663100000,,,281000000,0.297637962080288,944100000,0.297637962080288,155699,,,,,,,Southeast,,,,,,
1419,Texas,1994,3553100000,3820300000,,2670700000,,,918900000,0.255989525295298,3589600000,0.255989525295298,624173,,,,,,,Southwest,,,,,,
1420,Utah,1994,366500000,366500000,,328700000,,,125700000,0.276628521126761,454400000,0.276628521126761,77828,,,,,,,Rocky Mountain,,,,,,
1421,Vermont,1994,51700000,51700000,,43800000,,,108500000,0.712409717662508,152300000,0.712409717662508,15344,,,,,,,New England,,,,,,
1422,Virginia,1994,908200000,919000000,,768400000,,,603700000,0.439982508563516,1372100000,0.439982508563516,218808,,,,,,,Southeast,,,,,,
1423,Washington,1994,945000000,945000000,,850600000,,,258900000,0.233348355114917,1109500000,0.233348355114917,183858,,,,,,,Far West,,,,,,
1424,West Virginia,1994,268100000,268100000,,178100000,,,132200000,0.426039316790203,310300000,0.426039316790203,62316,,,,,,,Southeast,,,,,,
1425,Wisconsin,1994,928300000,1092700000,,976700000,,,387000000,0.283786756618024,1363700000,0.283786756618024,185588,,,,,,,Great Lakes,,,,,,
1426,Wyoming,1994,135700000,148900000,,138500000,,,33600000,0.195235328297501,172100000,0.195235328297501,21601,,,,,,,Rocky Mountain,,,,,,
1427,U.S.,1994,39936465000,43750453332,,36393953138,,,16569034593,0.312841765595899,52962987731,0.312841765595899,8123619,,,,,,,U.S.,,,,,,
1428,Alabama,1993,814400000,816700000,,571000000,,,358500000,0.385691231845078,929500000,0.385691231845078,180448,,,,,,,Southeast,,,,,,
1429,Alaska,1993,171000000,171800000,,157492500,,,29800000,0.159109414418623,187292500,0.159109414418623,18033,,,,,,,Far West,,,,,,
1430,Arizona,1993,577100000,756100000,,650700000,,,275700000,0.297603626943005,926400000,0.297603626943005,158969,,,,,,,Southwest,,,,,,
1431,Arkansas,1993,406500000,406500000,,296100000,,,135200000,0.313470901924415,431300000,0.313470901924415,74280,,,,,,,Southeast,,,,,,
1432,California,1993,4750800000,5767400000,,5224200000,,,1137700000,0.178830223675317,6361900000,0.178830223675317,1104739,,,,,,,Far West,,,,,,
1433,Colorado,1993,492900000,510300000,,413000000,,,372300000,0.474086336431937,785300000,0.474086336431937,136715,,,,,,,Rocky Mountain,,,,,,
1434,Connecticut,1993,419600000,419600000,,348900000,,,183500000,0.344665664913599,532400000,0.344665664913599,62658,,,,,,,New England,,,,,,
1435,Delaware,1993,120600000,120600000,,111600000,,,133900000,0.545417515274949,245500000,0.545417515274949,26649,,,,,,,Mideast,,,,,,
1436,Florida,1993,1593200000,1593200000,,1362000000,,,475900000,0.258936830077806,1837900000,0.258936830077806,391434,,,,,,,Southeast,,,,,,
1437,Georgia,1993,1046200000,1056700000,,850700000,,,304400000,0.263526967362133,1155100000,0.263526967362133,198630,,,,,,,Southeast,,,,,,
1438,Hawaii,1993,344000000,344000000,,275700000,,,31000000,0.101075970003261,306700000,0.101075970003261,31917,,,,,,,Far West,,,,,,
1439,Idaho,1993,200400000,209900000,,184500000,,,36900000,0.166666666666667,221400000,0.166666666666667,35022,,,,,,,Rocky Mountain,,,,,,
1440,Illinois,1993,1597700000,1969000000,,1607900000,,,439300000,0.21458577569363,2047200000,0.21458577569363,380093,,,,,,,Great Lakes,,,,,,
1441,Indiana,1993,871000000,871000000,,738100000,,,474900000,0.391508656224237,1213000000,0.391508656224237,181094,,,,,,,Great Lakes,,,,,,
1442,Iowa,1993,570700000,593400000,,500300000,,,248400000,0.331775076799786,748700000,0.331775076799786,89981,,,,,,,Plains,,,,,,
1443,Kansas,1993,462500000,567300000,,440200000,,,179200000,0.289312237649338,619400000,0.289312237649338,108476,,,,,,,Plains,,,,,,
1444,Kentucky,1993,601000000,601000000,,411800000,,,197400000,0.32403151674327,609200000,0.32403151674327,121414,,,,,,,Southeast,,,,,,
1445,Louisiana,1993,575700000,575700000,,418600000,,,269400000,0.39156976744186,688000000,0.39156976744186,136554,,,,,,,Southeast,,,,,,
1446,Maine,1993,165300000,165300000,,155200000,,,81400000,0.344040574809806,236600000,0.344040574809806,29722,,,,,,,New England,,,,,,
1447,Maryland,1993,722000000,834300000,,649000000,,,416200000,0.390724746526474,1065200000,0.390724746526474,154175,,,,,,,Mideast,,,,,,
1448,Massachusetts,1993,601500000,601500000,,573000000,,,309600000,0.350781781101292,882600000,0.350781781101292,121045,,,,,,,New England,,,,,,
1449,Michigan,1993,1492200000,1679800000,,1497800000,,,1109900000,0.425624113203206,2607700000,0.425624113203206,340379,,,,,,,Great Lakes,,,,,,
1450,Minnesota,1993,948600000,948600000,,796300000,,,350500000,0.305633065922567,1146800000,0.305633065922567,173835,,,,,,,Plains,,,,,,
1451,Mississippi,1993,388100000,412500000,,301800000,,,196900000,0.394826549027471,498700000,0.394826549027471,99058,,,,,,,Southeast,,,,,,
1452,Missouri,1993,589100000,643500000,,561300000,,,363700000,0.393189189189189,925000000,0.393189189189189,155436,,,,,,,Plains,,,,,,
1453,Montana,1993,123200000,125600000,,108900000,,,46000000,0.296965784377017,154900000,0.296965784377017,29310,,,,,,,Rocky Mountain,,,,,,
1454,Nebraska,1993,353800000,397100000,,278800000,,,98500000,0.261065465147098,377300000,0.261065465147098,69631,,,,,,,Plains,,,,,,
1455,Nevada,1993,207600000,207600000,,183600000,,,36700000,0.166591012256015,220300000,0.166591012256015,35131,,,,,,,Far West,,,,,,
1456,New Hampshire,1993,74000000,74000000,,70300000,,,122500000,0.635373443983402,192800000,0.635373443983402,28432,,,,,,,New England,,,,,,
1457,New Jersey,1993,1183719000,1338597387,,1100657624,,,429400000,0.280643024984528,1530057624,0.280643024984528,170534,,,,,,,Mideast,,,,,,
1458,New Mexico,1993,367600000,401200000,,349600000,,,33796456,0.0881501523321332,383396456,0.0881501523321332,68746,,,,,,,Southwest,,,,,,
1459,New York,1993,2382800000,2689600000,,2281900000,,,872300000,0.276551899055228,3154200000,0.276551899055228,440713,,,,,,,Mideast,,,,,,
1460,North Carolina,1993,1484700000,1554000000,,1224300000,,,301800000,0.197758993512876,1526100000,0.197758993512876,240045,,,,,,,Southeast,,,,,,
1461,North Dakota,1993,154700000,154700000,,120100000,,,58100000,0.326038159371493,178200000,0.326038159371493,31470,,,,,,,Plains,,,,,,
1462,Ohio,1993,1311600000,1377200000,,1172400000,,,1000300000,0.460394900354398,2172700000,0.460394900354398,342439,,,,,,,Great Lakes,,,,,,
1463,Oklahoma,1993,668700000,684300000,,508200000,,,138400000,0.214042684812867,646600000,0.214042684812867,114122,,,,,,,Southwest,,,,,,
1464,Oregon,1993,465200000,571200000,,454300000,,,190400000,0.295331161780673,644700000,0.295331161780673,102662,,,,,,,Far West,,,,,,
1465,Pennsylvania,1993,1272500000,1341700000,,1268600000,,,1123600000,0.469693169467436,2392200000,0.469693169467436,299061,,,,,,,Mideast,,,,,,
1466,Rhode Island,1993,104800000,104800000,,104800000,,,100000000,0.48828125,204800000,0.48828125,28351,,,,,,,New England,,,,,,
1467,South Carolina,1993,600700000,621700000,,452000000,,,273000000,0.376551724137931,725000000,0.376551724137931,118794,,,,,,,Southeast,,,,,,
1468,South Dakota,1993,73500000,73500000,,53600000,,,49300000,0.47910592808552,102900000,0.47910592808552,21890,,,,,,,Plains,,,,,,
1469,Tennessee,1993,747700000,747700000,,606200000,,,258800000,0.299190751445087,865000000,0.299190751445087,155648,,,,,,,Southeast,,,,,,
1470,Texas,1993,3246300000,3508800000,,2537500000,,,868200000,0.254925565962944,3405700000,0.254925565962944,625718,,,,,,,Southwest,,,,,,
1471,Utah,1993,350900000,350900000,,314200000,,,115700000,0.269132356361945,429900000,0.269132356361945,75569,,,,,,,Rocky Mountain,,,,,,
1472,Vermont,1993,52900000,52900000,,44900000,,,104200000,0.698859825620389,149100000,0.698859825620389,15595,,,,,,,New England,,,,,,
1473,Virginia,1993,895600000,906100000,,749500000,,,550800000,0.423594555102669,1300300000,0.423594555102669,220795,,,,,,,Southeast,,,,,,
1474,Washington,1993,956200000,956200000,,866600000,,,239400000,0.216455696202532,1106000000,0.216455696202532,174851,,,,,,,Far West,,,,,,
1475,West Virginia,1993,250200000,250200000,,166000000,,,118400000,0.416315049226442,284400000,0.416315049226442,63777,,,,,,,Southeast,,,,,,
1476,Wisconsin,1993,895600000,1050900000,,940300000,,,420900000,0.309212459594475,1361200000,0.309212459594475,186552,,,,,,,Great Lakes,,,,,,
1477,Wyoming,1993,135900000,149100000,,137800000,,,29800000,0.177804295942721,167600000,0.177804295942721,22005,,,,,,,Rocky Mountain,,,,,,
1478,U.S.,1993,38882519000,42325297387,,35192250124,,,15691896456,0.308384782111442,50884146580,0.308384782111442,8192597,,,,,,,U.S.,,,,,,
1479,Alabama,1992,809300000,811600000,,558000000,,,334800000,0.375,892800000,0.375,173946,,,,,,,Southeast,,,,,,
1480,Alaska,1992,172700000,173500000,,155892500,,,30500000,0.163633193395657,186392500,0.163633193395657,17611,,,,,,,Far West,,,,,,
1481,Arizona,1992,568100000,737600000,,630700000,,,266500000,0.29703522068658,897200000,0.29703522068658,159040,,,,,,,Southwest,,,,,,
1482,Arkansas,1992,380100000,380100000,,272800000,,,122500000,0.309891221856818,395300000,0.309891221856818,72268,,,,,,,Southeast,,,,,,
1483,California,1992,5425400000,6266400000,,5708400000,,,906400000,0.137026062768338,6614800000,0.137026062768338,1116255,,,,,,,Far West,,,,,,
1484,Colorado,1992,465800000,482700000,,396400000,,,332800000,0.456390565002743,729200000,0.456390565002743,134262,,,,,,,Rocky Mountain,,,,,,
1485,Connecticut,1992,487300000,487300000,,425900000,,,157900000,0.270469338814663,583800000,0.270469338814663,62853,,,,,,,New England,,,,,,
1486,Delaware,1992,119000000,119000000,,110200000,,,119700000,0.520661157024793,229900000,0.520661157024793,25847,,,,,,,Mideast,,,,,,
1487,Florida,1992,1604100000,1604100000,,1362300000,,,421700000,0.236378923766816,1784000000,0.236378923766816,386611,,,,,,,Southeast,,,,,,
1488,Georgia,1992,977600000,987100000,,787700000,,,280800000,0.262798315395414,1068500000,0.262798315395414,193170,,,,,,,Southeast,,,,,,
1489,Hawaii,1992,317900000,317900000,,251500000,,,28100000,0.100500715307582,279600000,0.100500715307582,30796,,,,,,,Far West,,,,,,
1490,Idaho,1992,196500000,204900000,,180900000,,,31400000,0.147903909561941,212300000,0.147903909561941,33259,,,,,,,Rocky Mountain,,,,,,
1491,Illinois,1992,1582100000,1917300000,,1555500000,,,395700000,0.20279827798278,1951200000,0.20279827798278,383363,,,,,,,Great Lakes,,,,,,
1492,Indiana,1992,877000000,877000000,,745600000,,,442600000,0.372496212758795,1188200000,0.372496212758795,177364,,,,,,,Great Lakes,,,,,,
1493,Iowa,1992,529400000,550700000,,465000000,,,227800000,0.328810623556582,692800000,0.328810623556582,90078,,,,,,,Plains,,,,,,
1494,Kansas,1992,446100000,539900000,,418900000,,,161000000,0.27763407484049,579900000,0.27763407484049,107093,,,,,,,Plains,,,,,,
1495,Kentucky,1992,634000000,634000000,,437700000,,,185300000,0.297431781701445,623000000,0.297431781701445,129791,,,,,,,Southeast,,,,,,
1496,Louisiana,1992,587300000,587300000,,429800000,,,237600000,0.356008390770153,667400000,0.356008390770153,132910,,,,,,,Southeast,,,,,,
1497,Maine,1992,165500000,165500000,,154900000,,,75500000,0.327690972222222,230400000,0.327690972222222,29979,,,,,,,New England,,,,,,
1498,Maryland,1992,686500000,805400000,,617900000,,,377100000,0.378994974874372,995000000,0.378994974874372,155929,,,,,,,Mideast,,,,,,
1499,Massachusetts,1992,521400000,521400000,,493400000,,,317100000,0.391239975323874,810500000,0.391239975323874,118885,,,,,,,New England,,,,,,
1500,Michigan,1992,1479100000,1658800000,,1478400000,,,1004200000,0.404495287198904,2482600000,0.404495287198904,340230,,,,,,,Great Lakes,,,,,,
1501,Minnesota,1992,941800000,941800000,,795100000,,,315600000,0.284145133699469,1110700000,0.284145133699469,175191,,,,,,,Plains,,,,,,
1502,Mississippi,1992,362900000,386300000,,279500000,,,169500000,0.377505567928731,449000000,0.377505567928731,96515,,,,,,,Southeast,,,,,,
1503,Missouri,1992,557600000,610600000,,529100000,,,313600000,0.372137178117954,842700000,0.372137178117954,150971,,,,,,,Plains,,,,,,
1504,Montana,1992,130200000,132600000,,116000000,,,35100000,0.232296492389146,151100000,0.232296492389146,28666,,,,,,,Rocky Mountain,,,,,,
1505,Nebraska,1992,339400000,378300000,,259300000,,,93200000,0.264397163120567,352500000,0.264397163120567,68032,,,,,,,Plains,,,,,,
1506,Nevada,1992,191800000,191800000,,168800000,,,30800000,0.154308617234469,199600000,0.154308617234469,33544,,,,,,,Far West,,,,,,
1507,New Hampshire,1992,75200000,75200000,,71400000,,,111600000,0.60983606557377,183000000,0.60983606557377,27612,,,,,,,New England,,,,,,
1508,New Jersey,1992,1140332000,1286270926,,1050867926,,,403100000,0.277241328912231,1453967926,0.277241328912231,170066,,,,,,,Mideast,,,,,,
